row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2015 VND,Năm 2014 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2015 VND,numeric__Năm 2014 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,22,10.965.323.242.825,7.998.749.058.975,1.0,22.0,10965323242825.0,7998749058975.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,22,94.724.131.689,25.447.977.941,2.0,22.0,94724131689.0,25447977941.0
Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,10,22,10.870.599.111.136,7.973.301.081.034,10.0,22.0,10870599111136.0,7973301081034.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,23,8.302.074.549.407,5.694.704.153.409,11.0,23.0,8302074549407.0,5694704153409.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,2.568.524.561.729,2.278.596.927.625,20.0,,2568524561729.0,2278596927625.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,24,895.955.681.473,2.423.836.615.153,21.0,24.0,895955681473.0,2423836615153.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,25,751.756.961.865,462.827.799.774,22.0,25.0,751756961865.0,462827799774.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,88.164.873.008,64.436.773.101,23.0,,88164873008.0,64436773101.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,26,30.777.013.120,46.823.999.955,25.0,26.0,30777013120.0,46823999955.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,26,654.187.283.532,1.045.938.841.203,26.0,26.0,654187283532.0,1045938841203.0
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,30,,2.027.758.984.685,3.146.842.901.846,30.0,,2027758984685.0,3146842901846.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,27,74.919.699.649,79.379.293.236,31.0,27.0,74919699649.0,79379293236.0
Chi phí khác,Chi phí khác,Chi phí khác,32,28,31.237.227.022,67.920.859.480,32.0,28.0,31237227022.0,67920859480.0
Lợi nhuận khác,Lợi nhuận khác,Lợi nhuận khác,40,,43.682.472.627,11.458.433.756,40.0,,43682472627.0,11458433756.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50,,2.071.441.457.312,3.158.301.335.602,50.0,,2071441457312.0,3158301335602.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,30,461.101.135.088,743.467.289.154,51.0,30.0,461101135088.0,743467289154.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,,(36.979.763.531),(31.168.640.421),52.0,,-36979763531.0,-31168640421.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,1.647.320.085.755,2.446.002.686.869,60.0,,1647320085755.0,2446002686869.0
