row_label_raw,row_label_full,col_0,Năm 2015VND,Năm 2014VND,numeric__Năm 2015VND,numeric__Năm 2014VND
Giá vốn của hàng hoá đã bán,Giá vốn của hàng hoá đã bán,Giá vốn của hàng hoá đã bán,766.728.894.116,482.646.879.000,766728894116.0,482646879000.0
Giá vốn của dịch vụ đã cung cấp,Giá vốn của dịch vụ đã cung cấp,Giá vốn của dịch vụ đã cung cấp,7.535.345.655.291,5.212.057.274.409,7535345655291.0,5212057274409.0
,,,8.302.074.549.407,5.694.704.153.409,8302074549407.0,5694704153409.0
"Mua hàng, cung cấp dịch vụ với các bên liên quan","Mua hàng, cung cấp dịch vụ với các bên liên quan","Mua hàng, cung cấp dịch vụ với các bên liên quan","Mua hàng, cung cấp dịch vụ với các bên liên quan","Mua hàng, cung cấp dịch vụ với các bên liên quan",,
- Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất,"Mua hàng, cung cấp dịch vụ với các bên liên quan > - Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất",- Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất,2.087.332.290,1.685.787.408,2087332290.0,1685787408.0
- Công ty Cổ phần Vận tải Hàng khôngMiền Nam,"Mua hàng, cung cấp dịch vụ với các bên liên quan > - Công ty Cổ phần Vận tải Hàng khôngMiền Nam",- Công ty Cổ phần Vận tải Hàng khôngMiền Nam,2.731.625.802,3.138.409.478,2731625802.0,3138409478.0
- Công ty Cổ phần Thương mại Hàng khôngMiền Nam,"Mua hàng, cung cấp dịch vụ với các bên liên quan > - Công ty Cổ phần Thương mại Hàng khôngMiền Nam",- Công ty Cổ phần Thương mại Hàng khôngMiền Nam,117.357.274,286.190.907,117357274.0,286190907.0
- Công ty Cổ phần phục vụ Mặt đất Sài Gòn,"Mua hàng, cung cấp dịch vụ với các bên liên quan > - Công ty Cổ phần phục vụ Mặt đất Sài Gòn",- Công ty Cổ phần phục vụ Mặt đất Sài Gòn,3.557.199.867,949.381.357,3557199867.0,949381357.0
- Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,"Mua hàng, cung cấp dịch vụ với các bên liên quan > - Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn",- Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,4.991.976.385,16.171.487.772,4991976385.0,16171487772.0
- Công ty Cổ phần Dịch vụ Nhiên liệu Hàng khôngNội Bài,"Mua hàng, cung cấp dịch vụ với các bên liên quan > - Công ty Cổ phần Dịch vụ Nhiên liệu Hàng khôngNội Bài",- Công ty Cổ phần Dịch vụ Nhiên liệu Hàng khôngNội Bài,44.934.579.275,-,44934579275.0,
,,,58.420.070.893,22.231.256.922,58420070893.0,22231256922.0
