row_label_raw,row_label_full,31/12/2015 > Giu trij,31/12/2015 > Số giá năng tra way VND,Trang amin > Đánh giá chính lực gy giá của minim VND,Trang amin > Tăng VND,Trang amin > Gluin VND,01/00 > Gia trij VND,numeric__31/12/2015 > Số giá năng tra way VND,numeric__Trang amin > Đánh giá chính lực gy giá của minim VND,numeric__Trang amin > Tăng VND,numeric__Trang amin > Gluin VND,numeric__01/00 > Gia trij VND
137.218.994.568,137.218.994.568,137.218.994.568,137.218.994.568,-,137.218.994.568,138.651.465.281 #,138.651.465.281,137218994568.0,,137218994568.0,,138651465281.0
137.218.994.568,137.218.994.568,137.218.994.568,137.218.994.568,-,137.218.994.568,138.651.465.281,138.651.465.281,137218994568.0,,137218994568.0,138651465281.0,138651465281.0
13.118.821.603.729,13.118.821.603.729,13.118.821.603.729,13.118.821.603.729,638.629.130.114,609.686.433.820,137.244.948.561,12.807.833.078.366,13118821603729.0,638629130114.0,609686433820.0,137244948561.0,12807833078366.0
3.430.274.659.152,3.430.274.659.152,3.430.274.659.152,3.430.274.659.152,163.938.225.016,6.557.528.929,137.218.994.368,3.396.990.095.75,3430274659152.0,163938225016.0,6557528929.0,137218994368.0,339699009575.0
2.320.977.723.965,2.320.977.723.965,2.320.977.723.965,2.320.977.723.965,118.923.172.167,-,-,2.210.084.531.798,2320977723965.0,118923172167.0,,,2210084531798.0
3.858.823.570.008,3.858.823.570.008,3.858.823.570.008,3.858.823.570.008,183.463.410.000,-,-,3.655.360.160.008,3858823570008.0,183463410000.0,,,3655360160008.0
3.328.745.940.614,3.328.745.940.614,3.328.745.940.614,3.328.745.940.614,180.304.322.831,603.046.904.891,-,2.745.394.312.792,3328745940614.0,180304322831.0,603046904891.0,,2745394312792.0
-,-,-,-,-,-,33.946.193,33.946.193,,,,33946193.0,33946193.0
13.256.032.688.107,13.256.032.688.107,13.256.032.688.107,13.256.032.688.107,638.629.130.114,748.815.428.188,267.898.405.842,12.138.486.556.647,13256032688107.0,638629130114.0,748815428188.0,267898405842.0,12138486556647.0
