row_label_raw,row_label_full,col_0,Năm 2015VND,Năm 2014VND,numeric__Năm 2015VND,numeric__Năm 2014VND
Chênh lệch do đánh giá lại tài sản góp vốn,Chênh lệch do đánh giá lại tài sản góp vốn,Chênh lệch do đánh giá lại tài sản góp vốn,12.571.640.573,-,12571640573.0,
Thanh lý nhượng bán Tài sản cố định (*),Thanh lý nhượng bán Tài sản cố định (*),Thanh lý nhượng bán Tài sản cố định (*),38.701.469.302,5.553.051.239,38701469302.0,5553051239.0
Thu bồi thường giải phóng mặt bằng,Thu bồi thường giải phóng mặt bằng,Thu bồi thường giải phóng mặt bằng,15.603.523.715,23.870.000.000,15603523715.0,23870000000.0
Thu thuế được Ngân sách hoàn lại,Thu thuế được Ngân sách hoàn lại,Thu thuế được Ngân sách hoàn lại,3.511.897.505,-,3511897505.0,
Nhận thiết bị cung cấp miễn phí,Nhận thiết bị cung cấp miễn phí,Nhận thiết bị cung cấp miễn phí,271.600.000,2.480.625.352,271600000.0,2480625352.0
Thu do vi phạm Hợp đồng,Thu do vi phạm Hợp đồng,Thu do vi phạm Hợp đồng,130.588.832,474.521.844,130588832.0,474521844.0
Thu bán hồ sơ thầu,Thu bán hồ sơ thầu,Thu bán hồ sơ thầu,118.236.359,522.404.525,118236359.0,522404525.0
Các khoản công nợ không phải thanh toán,Các khoản công nợ không phải thanh toán,Các khoản công nợ không phải thanh toán,-,6.364.224.332,,6364224332.0
Hoàn nhập chi phí trích trước cho công trình,Hoàn nhập chi phí trích trước cho công trình,Hoàn nhập chi phí trích trước cho công trình,-,26.449.056.062,,26449056062.0
Kho Bạc Nhà nước hoàn tiền thanh toán khối lượng hoàn thành,Kho Bạc Nhà nước hoàn tiền thanh toán khối lượng hoàn thành,Kho Bạc Nhà nước hoàn tiền thanh toán khối lượng hoàn thành,-,10.000.000.000,,10000000000.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,4.010.743.363,3.665.409.882,4010743363.0,3665409882.0
,,,74.919.699.649,79.379.293.236,74919699649.0,79379293236.0
