row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2015VND,01/01/2015VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015VND,numeric__01/01/2015VND
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,300,,23.547.397.188.707,22.184.195.038.331,300.0,,23547397188707.0,22184195038331.0
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,310,,7.461.583.309.428,6.703.564.460.866,310.0,,7461583309428.0,6703564460866.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,15,980.054.391.575,1.380.219.707.355,311.0,15.0,980054391575.0,1380219707355.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,15.948.284.511,30.439.694.912,312.0,,15948284511.0,30439694912.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,16,633.998.252.075,856.359.764.053,313.0,16.0,633998252075.0,856359764053.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,314,,1.342.501.924.871,1.084.070.807.097,314.0,,1342501924871.0,1084070807097.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,18,2.241.638.150.170,2.486.550.630.847,315.0,18.0,2241638150170.0,2486550630847.0
Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,,16.260.143.992,8.957.540.555,318.0,,16260143992.0,8957540555.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,19,1.551.739.963.097,170.645.320.055,319.0,19.0,1551739963097.0,170645320055.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,17,137.210.994.368,130.653.465.281,320.0,17.0,137210994368.0,130653465281.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,,542.231.204.769,555.667.530.711,322.0,,542231204769.0,555667530711.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,330,,16.085.813.879.279,15.480.630.577.465,330.0,,16085813879279.0,15480630577465.0
Phải trả người bán dài hạn,Phải trả người bán dài hạn,Phải trả người bán dài hạn,331,15,11.941.547.164,10.831.388.003,331.0,15.0,11941547164.0,10831388003.0
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,337,19,30.502.441.029,26.966.119.096,337.0,19.0,30502441029.0,26966119096.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,17,13.118.821.693.739,12.007.833.070.366,338.0,17.0,13118821693739.0,12007833070366.0
Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,342,20,2.924.548.197.347,3.435.000.000.000,342.0,20.0,2924548197347.0,3435000000000.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,400,,19.766.546.619.886,19.654.202.709.972,400.0,,19766546619886.0,19654202709972.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,21,19.765.909.292.386,19.653.565.382.472,410.0,21.0,19765909292386.0,19653565382472.0
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,411,,17.093.269.312.227,16.274.430.190.554,411.0,,17093269312227.0,16274430190554.0
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,,342.731.552.995,-,416.0,,342731552995.0,
Quỹ hỗ trợ sắp xếp doanh nghiệp,Quỹ hỗ trợ sắp xếp doanh nghiệp,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,587.575.433.242,481.681.714.394,419.0,,587575433242.0,481681714394.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,1.742.332.993.922,2.897.453.477.524,421.0,,1742332993922.0,2897453477524.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,1.742.332.993.922,1.742.332.993.922,,,1742332993922.0,1742332993922.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,-,1.155.120.483.602,,,,1155120483602.0
Nguồn vốn đầu tư XDCB,Nguồn vốn đầu tư XDCB,Nguồn vốn đầu tư XDCB,422,,-,-,422.0,,,
Nguồn kinh phí và quỹ khác,Nguồn kinh phí và quỹ khác,Nguồn kinh phí và quỹ khác,430,,637.327.500,637.327.500,430.0,,637327500.0,637327500.0
Nguồn kinh phí,Nguồn kinh phí,Nguồn kinh phí,431,,637.327.500,637.327.500,431.0,,637327500.0,637327500.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,43.313.943.808.593,41.838.397.748.303,440.0,,43313943808593.0,41838397748303.0
