row_label_raw,row_label_full,- Công ty Cổ phần Dịch vụ Nh identifiers liệu Hàng không Nội Bài,- Công ty Cổ phần Dịch vụ Nh identifiers liệu Hàng không Nội Bài_1,- Công ty Cổ phần Dịch vụ Nh identifiers liệu Hàng không Nội Bài_2,- Công ty Cổ phần Dịch vụ Nh identifiers liệu Hàng không Nội Bài_3,numeric__- Công ty Cổ phần Dịch vụ Nh identifiers liệu Hàng không Nội Bài_1,numeric__- Công ty Cổ phần Dịch vụ Nh identifiers liệu Hàng không Nội Bài_2,numeric__- Công ty Cổ phần Dịch vụ Nh identifiers liệu Hàng không Nội Bài_3
- Công ty Cổ phần Phục vụ Mịt dát Hà Nội,- Công ty Cổ phần Phục vụ Mịt dát Hà Nội,- Công ty Cổ phần Phục vụ Mịt dát Hà Nội,438.273.000,438.273.000,-,438273000.0,438273000.0,
,,,10.187.174.287,10.187.174.287,2.276.060.508,10187174287.0,10187174287.0,2276060508.0
