row_label_raw,row_label_full,Số dư đầu năm > Trích lập dự phòng (xem Thuyết minh 31),Nămkết thúc31/12/2016Triệu VND > 2.688.909 > 664.947,Nămkết thúc31/12/2015Triệu VND > 2.245.624 > 437.663,numeric__Nămkết thúc31/12/2016Triệu VND > 2.688.909 > 664.947,numeric__Nămkết thúc31/12/2015Triệu VND > 2.245.624 > 437.663
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,-,5.622,,5622.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,3.353.856,2.688.909,3353856.0,2688909.0
