row_label_raw,row_label_full,col_0,col_1,Nợ quá hạn trên 3 tháng Triệu VND,Nợ quá hạn đến 3 tháng Triệu VND,Nợ trong hạn > Đến1 thángTriệu VND,Nợ trong hạn > Từ 1 đến3 thángTriệu VND,Nợ trong hạn > Từ 3 đến12 thángTriệu VND,Nợ trong hạn > Từ 1 đến5 nămTriệu VND,Nợ trong hạn > Trên5 nămTriệu VND,Tổng cộngTriệu VND,numeric__col_1,numeric__Nợ quá hạn trên 3 tháng Triệu VND,numeric__Nợ quá hạn đến 3 tháng Triệu VND,numeric__Nợ trong hạn > Đến1 thángTriệu VND,numeric__Nợ trong hạn > Từ 1 đến3 thángTriệu VND,numeric__Nợ trong hạn > Từ 3 đến12 thángTriệu VND,numeric__Nợ trong hạn > Từ 1 đến5 nămTriệu VND,numeric__Nợ trong hạn > Trên5 nămTriệu VND,numeric__Tổng cộngTriệu VND
,,,Tài sản,,,,,,,,,,,,,,,,,
I,I,I,"Tiền mặt, vàng bạc, đá quý",-,-,9.691.487,-,-,-,-,9.691.487,,,,9691487.0,,,,,9691487.0
II,II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,-,-,17.382.097,-,-,-,-,17.382.097,,,,17382097.0,,,,,17382097.0
III,III,III,Tiền gửi tại và cho vay các tổ chức tín dụng khác – gộp,-,-,127.951.183,14.422.171,9.546.870,1.635.038,-,153.555.262,,,,127951183.0,14422171.0,9546870.0,1635038.0,,153555262.0
IV,IV,IV,Chứng khoán kinh doanh – gộp,-,-,3.249.805,-,-,-,-,3.249.805,,,,3249805.0,,,,,3249805.0
V,V,V,Các công cụ tải chính phải sinh và các tài sản tài chính khác,-,-,-,230.658,-,-,-,230.658,,,,,230658.0,,,,230658.0
VI,VI,VI,Cho vay và khách hàng – gộp,4.209.700,1.160.414,41.091.690,105.680.864,145.920.120,99.428.564,59.646.465,457.137.817,,4209700.0,1160414.0,41091690.0,105680864.0,145920120.0,99428564.0,59646465.0,457137817.0
VIII,VIII,VIII,Chứng khoán đầu tư – gộp,-,-,1.319.863,4.206.123,9.905.519,82.790.936,33.600.003,131.822.444,,,,1319863.0,4206123.0,9905519.0,82790936.0,33600003.0,131822444.0
IX,IX,IX,Góp vốn đầu tư dài hạn – gộp,-,-,-,-,-,-,5.375.575,5.375.575,,,,,,,,5375575.0,5375575.0
X,X,X,Tài sản cố định,-,-,-,-,-,-,5.403.628,5.403.628,,,,,,,,5403628.0,5403628.0
XII,XII,XII,Tài sản Có khác – gộp,-,-,-,10.482.028,-,-,-,10.482.028,,,,,10482028.0,,,,10482028.0
,,,Tổng tài sản,4.209.700,1.160.414,200.686.125,135.021.844,165.372.509,183.854.538,104.025.671,794.330.801,,4209700.0,1160414.0,200686125.0,135021844.0,165372509.0,183854538.0,104025671.0,794330801.0
,,,Nợ phải trả,,,,,,,,,,,,,,,,,
"I, II","I, II","I, II",Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,99.192.091,13.147.845,12.448.244,608.814,92.151,125.489.145,,,,99192091.0,13147845.0,12448244.0,608814.0,92151.0,125489145.0
III,III,III,Tiền gửi của khách hàng,-,-,165.017.003,139.386.454,175.814.475,44.542.133,66.150.671,590.910.736,,,,165017003.0,139386454.0,175814475.0,44542133.0,66150671.0,590910736.0
VI,VI,VI,Phát hành giấy tờ có giá,-,-,5.376,-,-,4.000.000,6.000.000,10.005.376,,,,5376.0,,,4000000.0,6000000.0,10005376.0
VII,VII,VII,Các khoản nợ khác,-,-,-,12.549.086,-,-,-,12.549.086,,,,,12549086.0,,,,12549086.0
,,,Tổng nợ phải trả,-,-,264.214.470,165.083.385,188.262.719,49.150.947,72.242.822,738.954.343,,,,264214470.0,165083385.0,188262719.0,49150947.0,72242822.0,738954343.0
,,,Mức chênh thanh khoản ròng,4.209.700,1.160.414,(63.528.345),(30.061.541),(22.890.210),134.703.591,31.782.849,55.376.458,,4209700.0,1160414.0,-63528345.0,-30061541.0,-22890210.0,134703591.0,31782849.0,55376458.0
