row_label_raw,row_label_full,col_0,Số dư tại 1/1/2016Triệu VND,Phát sinh trong năm,Phát sinh trong năm_1,Số dư tại 31/12/2016,Số dư tại 31/12/2016_1,Số dư tại 31/12/2016_2,numeric__Số dư tại 1/1/2016Triệu VND,numeric__Phát sinh trong năm,numeric__Phát sinh trong năm_1,numeric__Số dư tại 31/12/2016,numeric__Số dư tại 31/12/2016_1,numeric__Số dư tại 31/12/2016_2
,,,Số dư tại 1/1/2016Triệu VND,Phải trảTriệu VND,Đã trảTriệu VND,Phải trảTriệu VND,Ứng trướcTriệu VND,Tổng cộngTriệu VND,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,24.497,305.506,(302.210),28.953,(1.160),27.793,24497.0,305506.0,-302210.0,28953.0,-1160.0,27793.0
Thuế TNDN hiện hành,Thuế TNDN hiện hành,Thuế TNDN hiện hành,163.457,1.625.179,(1.684.851),103.852,(67),103.785,163457.0,1625179.0,-1684851.0,103852.0,-67.0,103785.0
Trong đó:- Thuế TNDN củaVietcombank,Trong đó:- Thuế TNDN củaVietcombank,Trong đó:- Thuế TNDN củaVietcombank,163.624,1.625.068,(1.684.840),103.852,-,103.852,163624.0,1625068.0,-1684840.0,103852.0,,103852.0
- Điều chỉnh thuế cácnăm trước,- Điều chỉnh thuế cácnăm trước,- Điều chỉnh thuế cácnăm trước,(112),112,(11),-,(11),(11),-112.0,112.0,-11.0,,-11.0,-11.0
- Ánh hưởng của chênhlệch tỷ giá của nghĩa vụthuế năm 2008 củaVinafico đã được Ngânhàng nộp vào NSNN,- Ánh hưởng của chênhlệch tỷ giá của nghĩa vụthuế năm 2008 củaVinafico đã được Ngânhàng nộp vào NSNN,- Ánh hưởng của chênhlệch tỷ giá của nghĩa vụthuế năm 2008 củaVinafico đã được Ngânhàng nộp vào NSNN,(55),(1),-,-,(56),(56),-55.0,-1.0,,,-56.0,-56.0
Thuế và phí khác,Thuế và phí khác,Thuế và phí khác,43.583,537.804,(497.416),83.973,(2),83.971,43583.0,537804.0,-497416.0,83973.0,-2.0,83971.0
,,,231.537,2.468.489,(2.484.477),216.778,(1.229),215.549,231537.0,2468489.0,-2484477.0,216778.0,-1229.0,215549.0
