row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023 > VND,Năm 2022 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023 > VND,numeric__Năm 2022 > VND
I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,1. Lợi nhuận trước thuế,,309.213.152.576,366.512.496.574,,,309213152576.0,366512496574.0
01,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,2. Điều chỉnh cho các khoản,,(326.600.019.897),(341.495.705.843),,,-326600019897.0,-341495705843.0
02,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,- Khấu hao tài sản cố định và bất động sản đầu tư,,1.059.184.448,1.537.001.620,,,1059184448.0,1537001620.0
03,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,- Các khoản dự phòng,,(4.750.968.397),3.178.804.451,,,-4750968397.0,3178804451.0
04,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,2.854.623.400,1.731.965.275,,,2854623400.0,1731965275.0
05,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(329.736.982.110),(361.901.898.446),,,-329736982110.0,-361901898446.0
06,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,- Chi phí lãi vay,,3.974.122.762,13.958.421.257,,,3974122762.0,13958421257.0
08,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,(17.386.867.321),25.016.790.731,,,-17386867321.0,25016790731.0
09,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,"- Tăng, giảm các khoản phải thu",,(19.816.092.870),(5.020.816.021),,,-19816092870.0,-5020816021.0
