row_label_raw,row_label_full,col_0,Chức vụ,Năm 2023,Năm 2022,numeric__Chức vụ,numeric__Năm 2023,numeric__Năm 2022
,,,Chức vụ,VND,VND,,,
Thu nhập của người quản lý chủ chấtThù lao thành viên Hội đồng quản trị,Thu nhập của người quản lý chủ chấtThù lao thành viên Hội đồng quản trị,Thu nhập của người quản lý chủ chấtThù lao thành viên Hội đồng quản trị,Thu nhập của người quản lý chủ chấtThù lao thành viên Hội đồng quản trị,Thu nhập của người quản lý chủ chấtThù lao thành viên Hội đồng quản trị,Thu nhập của người quản lý chủ chấtThù lao thành viên Hội đồng quản trị,,,
- Đỗ Hữu Hạ,Thu nhập của người quản lý chủ chấtThù lao thành viên Hội đồng quản trị > - Đỗ Hữu Hạ,- Đỗ Hữu Hạ,Chủ tịch HĐQT,99.000.000,36.000.000,,99000000.0,36000000.0
- Nguyễn Thị Hà,Thu nhập của người quản lý chủ chấtThù lao thành viên Hội đồng quản trị > - Nguyễn Thị Hà,- Nguyễn Thị Hà,Thành viên HĐQT,51.000.000,24.000.000,,51000000.0,24000000.0
- Trần Mạnh Luân,Thu nhập của người quản lý chủ chấtThù lao thành viên Hội đồng quản trị > - Trần Mạnh Luân,- Trần Mạnh Luân,Thành viên độc lập HĐQT,51.000.000,24.000.000,,51000000.0,24000000.0
- Nguyễn Thị Thu Trang,Thu nhập của người quản lý chủ chấtThù lao thành viên Hội đồng quản trị > - Nguyễn Thị Thu Trang,- Nguyễn Thị Thu Trang,Thành viên độc lập HĐQT,51.000.000,24.000.000,,51000000.0,24000000.0
- Đỗ Hữu Hậu,Thu nhập của người quản lý chủ chấtThù lao thành viên Hội đồng quản trị > - Đỗ Hữu Hậu,- Đỗ Hữu Hậu,Thành viên HĐQT,51.000.000,24.000.000,,51000000.0,24000000.0
,,,,303.000.000,132.000.000,,303000000.0,132000000.0
Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,,,
- Phùng Thị Thu Hương,Thù lao thành viên Ban kiểm soát > - Phùng Thị Thu Hương,- Phùng Thị Thu Hương,Trường Ban kiểm soát,51.000.000,24.000.000,,51000000.0,24000000.0
- Nguyễn Trọng Cường,Thù lao thành viên Ban kiểm soát > - Nguyễn Trọng Cường,- Nguyễn Trọng Cường,Thành viên Ban kiểm soát,30.000.000,12.000.000,,30000000.0,12000000.0
- Bùi Thị Trà,Thù lao thành viên Ban kiểm soát > - Bùi Thị Trà,- Bùi Thị Trà,Thành viên Ban kiểm soát,30.000.000,12.000.000,,30000000.0,12000000.0
,,,,111.000.000,48.000.000,,111000000.0,48000000.0
"Tiền lương, thường của Giám đốc","Tiền lương, thường của Giám đốc","Tiền lương, thường của Giám đốc","Tiền lương, thường của Giám đốc","Tiền lương, thường của Giám đốc","Tiền lương, thường của Giám đốc",,,
- Nguyễn Thế Hùng,"Tiền lương, thường của Giám đốc > - Nguyễn Thế Hùng",- Nguyễn Thế Hùng,Giám đốc,268.325.000,239.137.050,,268325000.0,239137050.0
,,,,268.325.000,239.137.050,,268325000.0,239137050.0
