row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023 VND,Năm 2022 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023 VND,numeric__Năm 2022 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,21,310.733.787.249,366.573.947.907,,21.0,310733787249.0,366573947907.0
02,02,02,2. Các khoản giảm trừ doanh thu,,9.259.259,27.777.777,,,9259259.0,27777777.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,310.724.527.990,366.546.170.130,,,310724527990.0,366546170130.0
11,11,11,4. Giá vốn hàng bán,22,298.494.735.518,333.894.432.586,,22.0,298494735518.0,333894432586.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,12.229.792.472,32.651.737.544,,,12229792472.0,32651737544.0
21,21,21,6. Doanh thu hoạt động tài chính,23,330.306.200.383,362.062.913.655,,23.0,330306200383.0,362062913655.0
22,22,22,7. Chi phí tài chính,24,7.597.776.977,20.815.075.919,,24.0,7597776977.0,20815075919.0
23,23,23,Trong đó: Chi phí lãi vay,,3.974.122.762,13.958.421.257,,,3974122762.0,13958421257.0
25,25,25,8. Chi phí bán hàng,25,26.077.107.407,6.207.637.784,,25.0,26077107407.0,6207637784.0
26,26,26,9. Chi phí quản lý doanh nghiệp,26,4.566.088.676,6.302.395.967,,26.0,4566088676.0,6302395967.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,304.295.019.795,361.389.541.529,,,304295019795.0,361389541529.0
31,31,31,11. Thu nhập khác,27,5.708.538.904,5.122.969.697,,27.0,5708538904.0,5122969697.0
32,32,32,12. Chi phí khác,28,790.406.123,14.652,,28.0,790406123.0,14652.0
40,40,40,13. Lợi nhuận khác,,4.918.132.781,5.122.955.045,,,4918132781.0,5122955045.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,309.213.152.576,366.512.496.574,,,309213152576.0,366512496574.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,29,-,3.110.301.795,,29.0,,3110301795.0
60,60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,309.213.152.576,363.402.194.779,,,309213152576.0,363402194779.0
