row_label_raw,row_label_full,col_0,Miền Bắc,Miền Nam,Miền Trung,Tổng cộng toàn doanh nghiệp,numeric__Miền Bắc,numeric__Miền Nam,numeric__Miền Trung,numeric__Tổng cộng toàn doanh nghiệp
,,,VND,VND,VND,VND,,,,
Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,183.058.394.781,119.482.111.796,8.184.021.413,310.724.527.990,183058394781.0,119482111796.0,8184021413.0,310724527990.0
Giá vốn,Giá vốn,Giá vốn,173.373.058.463,117.040.827.218,8.080.849.837,298.494.735.518,173373058463.0,117040827218.0,8080849837.0,298494735518.0
Lợi nhuận gộp về bán hàng và cung cấp dịch,Lợi nhuận gộp về bán hàng và cung cấp dịch,Lợi nhuận gộp về bán hàng và cung cấp dịch,9.685.336.318,2.441.284.578,103.171.576,12.229.792.472,9685336318.0,2441284578.0,103171576.0,12229792472.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,137.664.051.928,,,,137664051928.0
Tổng Tài sản,Tổng Tài sản,Tổng Tài sản,,,,4.112.766.379.763,,,,4112766379763.0
