row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2023 > VND,01/01/2023 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__01/01/2023 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,683.397.130.114,575.250.988.720,,,683397130114.0,575250988720.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,66.773.892.331,45.726.159.132,,3.0,66773892331.0,45726159132.0
111,111,111,1. Tiền,,66.773.892.331,45.726.159.132,,,66773892331.0,45726159132.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,303.582.700.000,116.795.000.000,,4.0,303582700000.0,116795000000.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,303.582.700.000,116.795.000.000,,,303582700000.0,116795000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,43.326.832.024,13.531.597.617,,,43326832024.0,13531597617.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,31.855.000.000,5.975.000.000,,5.0,31855000000.0,5975000000.0
132,132,132,2. Trả trước cho người bán ngắn hạn,06,2.904.410.911,42.257.376,,6.0,2904410911.0,42257376.0
136,136,136,3. Phải thu ngắn hạn khác,07,8.567.421.113,7.514.340.241,,7.0,8567421113.0,7514340241.0
140,140,140,IV. Hàng tồn kho,08,255.371.279.136,379.232.938.307,,8.0,255371279136.0,379232938307.0
141,141,141,1. Hàng tồn kho,,255.457.554.434,384.129.656.867,,,255457554434.0,384129656867.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(86.275.298),(4.896.718.560),,,-86275298.0,-4896718560.0
150,150,150,V. Tài sản ngắn hạn khác,,14.342.426.623,19.965.293.664,,,14342426623.0,19965293664.0
151,151,151,1. Chỉ phí trả trước ngắn hạn,11,932.354.644,25.716.669,,11.0,932354644.0,25716669.0
152,152,152,2. Thuế GTGT được khấu trừ,,12.569.610.627,19.939.576.995,,,12569610627.0,19939576995.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,15,840.461.352,-,,15.0,840461352.0,
200,200,200,B. TÀI SẢN DÀI HẠN,,3.429.369.249.649,3.421.996.912.091,,,3429369249649.0,3421996912091.0
220,220,220,I. Tài sản cố định,,1.973.212.595,6.125.513.714,,,1973212595.0,6125513714.0
221,221,221,1. Tài sản cố định hữu hình,10,1.973.212.595,6.125.513.714,,10.0,1973212595.0,6125513714.0
222,222,222,- Nguyên giá,,4.502.715.466,14.627.616.249,,,4502715466.0,14627616249.0
223,223,223,- Giá trị hao mòn luỹ kế,,(2.529.502.871),(8.502.102.535),,,-2529502871.0,-8502102535.0
240,240,240,II. Tài sản dở dang dài hạn,09,3.603.619.121,2.128.409.091,,9.0,3603619121.0,2128409091.0
242,242,242,1. Chỉ phí xây dựng cơ bản dở dang,,3.603.619.121,2.128.409.091,,,3603619121.0,2128409091.0
250,250,250,III. Đầu tư tài chính dài hạn,04,3.423.739.097.286,3.413.739.097.286,,4.0,3423739097286.0,3413739097286.0
251,251,251,1. Đầu tư vào công ty con,,1.059.032.297.286,1.049.032.297.286,,,1059032297286.0,1049032297286.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,2.364.706.800.000,2.364.706.800.000,,,2364706800000.0,2364706800000.0
260,260,260,IV. Tài sản dài hạn khác,,53.320.647,3.892.000,,,53320647.0,3892000.0
261,261,261,1. Chỉ phí trả trước dài hạn,11,53.320.647,3.892.000,,11.0,53320647.0,3892000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.112.766.379.763,3.997.247.900.811,,,4112766379763.0,3997247900811.0
