row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2023 > VND,01/01/2023 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__01/01/2023 > VND
300,300,300,C. NỘ PHẢI TRẢ,,137.664.051.928,331.358.725.552,,,137664051928.0,331358725552.0
310,310,310,I. Nợ ngắn hạn,,137.664.051.928,331.358.725.552,,,137664051928.0,331358725552.0
311,311,311,1. Phải trả người bán ngắn hạn,13,48.916.519.762,42.520.931.399,,13.0,48916519762.0,42520931399.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,14,11.175.579.988,17.040.979.988,,14.0,11175579988.0,17040979988.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,6.495.547.814,14.793.879.786,,15.0,6495547814.0,14793879786.0
315,315,315,4. Chi phí phải trả ngắn hạn,16,9.190.210.000,1.476.893.150,,16.0,9190210000.0,1476893150.0
319,319,319,5. Phải trả ngắn hạn khác,17,55.289.647.900,53.600.680.900,,17.0,55289647900.0,53600680900.0
320,320,320,6. Vay và nợ thuê tài chính ngắn hạn,12,-,195.303.975.600,,12.0,,195303975600.0
321,321,321,7. Dự phòng phải trả ngắn hạn,18,138.243.182,163.081.447,,18.0,138243182.0,163081447.0
322,322,322,8. Quỹ khen thưởng phúc lợi,,6.458.303.282,6.458.303.282,,,6458303282.0,6458303282.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.975.102.327.835,3.665.889.175.259,,,3975102327835.0,3665889175259.0
410,410,410,I. Vốn chủ sở hữu,19,3.975.102.327.835,3.665.889.175.259,,19.0,3975102327835.0,3665889175259.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.471.607.130.000,3.214.481.530.000,,,3471607130000.0,3214481530000.0
411a,411a,411a,Cổ đông phố thông có quyền biểu quyết,,3.471.607.130.000,3.214.481.530.000,,,3471607130000.0,3214481530000.0
412,412,412,2. Thặng dư vốn cổ phần,,1.976.351.645,1.976.351.645,,,1976351645.0,1976351645.0
418,418,418,3. Quỹ đầu tư phát triển,,19.572.915.034,19.572.915.034,,,19572915034.0,19572915034.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,481.945.931.156,429.858.378.580,,,481945931156.0,429858378580.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,172.732.778.580,66.456.183.801,,,172732778580.0,66456183801.0
421b,421b,421b,LNST chưa phân phối năm nay,,309.213.152.576,363.402.194.779,,,309213152576.0,363402194779.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,4.112.766.379.763,3.997.247.900.811,,,4112766379763.0,3997247900811.0
