row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,681.831.454.266,681.831.454.266,524.577.842.062,,681831454266.0,681831454266.0,524577842062.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Khấu hao tài sản cố định (""TSCĐ"") và phân bổ lợi thế thương mại",381.772.774.840,381.772.774.840,254.230.428.893,,381772774840.0,381772774840.0,254230428893.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,13.079.809.760,13.079.809.760,103.169.147.721,,13079809760.0,13079809760.0,103169147721.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(2.855.180.320),(2.855.180.320),(2.146.651.687),,-2855180320.0,-2855180320.0,-2146651687.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,(159.188.486.790),(159.188.486.790),(219.917.876.462),,-159188486790.0,-159188486790.0,-219917876462.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay và các chi phí đi vay khác,274.513.425.382,274.513.425.382,167.149.402.470,,274513425382.0,274513425382.0,167149402470.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đối vốn lưu động,1.189.153.797.138,1.189.153.797.138,827.062.292.997,,1189153797138.0,1189153797138.0,827062292997.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Tăng các khoản phải thu,(8.366.714.960),(8.366.714.960),(46.367.725.934),,-8366714960.0,-8366714960.0,-46367725934.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Tăng hàng tồn kho,(2.080.259.999),(2.080.259.999),(8.941.657.731),,-2080259999.0,-2080259999.0,-8941657731.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,Tăng/(giảm) các khoản phải trả,147.450.468.794,147.450.468.794,(650.026.207),,147450468794.0,147450468794.0,-650026207.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Giảm chỉ phí trả trước,47.080.166.059,47.080.166.059,43.997.238.905,,47080166059.0,47080166059.0,43997238905.0
13,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 13,13,Tăng chứng khoán kinh doanh,(429.201.476.139),(429.201.476.139),(546.648.172.508),,-429201476139.0,-429201476139.0,-546648172508.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay và các chỉ phí đi vay khác đã trả,(183.161.862.963),(183.161.862.963),(133.526.573.569),,-183161862963.0,-183161862963.0,-133526573569.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế TNDN đã nộp,(103.643.120.623),(103.643.120.623),(89.415.043.357),,-103643120623.0,-103643120623.0,-89415043357.0
17,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Tiền chi khác từ hoạt động kinh doanh,(29.705.501.690),(29.705.501.690),(31.736.373.519),,-29705501690.0,-29705501690.0,-31736373519.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,627.525.495.617,627.525.495.617,13.773.959.077,,627525495617.0,627525495617.0,13773959077.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",(1.071.112.631.909),(1.071.112.631.909),(14.763.765.772),,-1071112631909.0,-1071112631909.0,-14763765772.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác",81.260.637.269,81.260.637.269,391.975.462,,81260637269.0,81260637269.0,391975462.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,Tiền chỉ mua các công cụ nợ của đơn vị khác,(742.160.000.000),(742.160.000.000),(333.260.000.000),,-742160000000.0,-742160000000.0,-333260000000.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,Tiền bán lại các công cụ nợ của đơn vị khác,601.750.000.000,601.750.000.000,473.816.299.943,,601750000000.0,601750000000.0,473816299943.0
25,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Tiền chỉ đầu tư góp vốn vào đơn vị khác,(3.978.099.675.960),(3.978.099.675.960),(2.649.855.666.721),,-3978099675960.0,-3978099675960.0,-2649855666721.0
26,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,1.188.579.220.000,1.188.579.220.000,1.197.336.538.679,,1188579220000.0,1188579220000.0,1197336538679.0
