row_label_raw,row_label_full,col_0,31/12/2025VND,31/12/2024VND,numeric__31/12/2025VND,numeric__31/12/2024VND
Chi phí lương phải trả,Chi phí lương phải trả,Chi phí lương phải trả,28.033.932.758,31.355.606.919,28033932758.0,31355606919.0
Chi phí thưởng phải trả,Chi phí thưởng phải trả,Chi phí thưởng phải trả,83.667.432.005,39.257.742.550,83667432005.0,39257742550.0
,,,111.701.364.763,70.613.349.469,111701364763.0,70613349469.0
15 CHI PHÍ PHÀI TRẢ NGẮN HẠN,15 CHI PHÍ PHÀI TRẢ NGẮN HẠN,15 CHI PHÍ PHÀI TRẢ NGẮN HẠN,15 CHI PHÍ PHÀI TRẢ NGẮN HẠN,15 CHI PHÍ PHÀI TRẢ NGẮN HẠN,,
,,,31/12/2025VND,31/12/2024VND,,
Chi phí lãi vay phải trả,15 CHI PHÍ PHÀI TRẢ NGẮN HẠN > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,88.308.712.554,33.060.492.638,88308712554.0,33060492638.0
Chi phí thuê bãi container,15 CHI PHÍ PHÀI TRẢ NGẮN HẠN > Chi phí thuê bãi container,Chi phí thuê bãi container,11.700.000.000,-,11700000000.0,
Chi phí hoa hồng phải trả,15 CHI PHÍ PHÀI TRẢ NGẮN HẠN > Chi phí hoa hồng phải trả,Chi phí hoa hồng phải trả,13.153.358.032,8.330.428.540,13153358032.0,8330428540.0
Chi phí thưởng năng suất cho nhân viên dự trả,15 CHI PHÍ PHÀI TRẢ NGẮN HẠN > Chi phí thưởng năng suất cho nhân viên dự trả,Chi phí thưởng năng suất cho nhân viên dự trả,-,29.707.931.388,,29707931388.0
Chi phí phải trả ngắn hạn khác,15 CHI PHÍ PHÀI TRẢ NGẮN HẠN > Chi phí phải trả ngắn hạn khác,Chi phí phải trả ngắn hạn khác,9.622.404.672,5.598.459.592,9622404672.0,5598459592.0
,,,122.784.475.258,76.697.312.158,122784475258.0,76697312158.0
