row_label_raw,row_label_full,Tổng nợ thuê tài chính VND,Chỉ phí lãi thuê VND,Nợ gốc VND,numeric__Chỉ phí lãi thuê VND,numeric__Nợ gốc VND
1.313.556.158,1.313.556.158,1.313.556.158,326.614.250,986.941.908,326614250.0,986941908.0
3.036.509.894,3.036.509.894,3.036.509.894,329.249.175,2.707.260.719,329249175.0,2707260719.0
4.350.066.052,4.350.066.052,4.350.066.052,655.863.425,3.694.202.627,655863425.0,3694202627.0
