row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,2025 VND,2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__2025 VND,numeric__2024 VND
100,100,100,TÀI SẢN NGẮN HẠN,,4.001.843.016.254,1.811.557.308.602,,,4001843016254.0,1811557308602.0
110,110,110,Tiền và các khoản tương đương tiền,3,915.803.506.493,546.631.384.396,,3.0,915803506493.0,546631384396.0
111,111,111,Tiền,,491.503.506.493,340.111.384.396,,,491503506493.0,340111384396.0
112,112,112,Các khoản tương đương tiền,,424.300.000.000,206.520.000.000,,,424300000000.0,206520000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,1.337.461.753.773,806.333.297.341,,,1337461753773.0,806333297341.0
121,121,121,Chứng khoán kinh doanh,10(a),975.849.648.647,546.648.172.508,,,975849648647.0,546648172508.0
122,122,122,Dự phòng giảm giá chứng khoán kinh doanh,10(a),(64.547.894.874),(26.064.875.167),,,-64547894874.0,-26064875167.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,10(b),426.160.000.000,285.750.000.000,,,426160000000.0,285750000000.0
130,130,130,Các khoản phải thu ngắn hạn,,1.633.399.016.771,354.874.936.762,,,1633399016771.0,354874936762.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,214.386.592.272,236.744.183.566,,4.0,214386592272.0,236744183566.0
132,132,132,Trả trước cho người bán ngắn hạn,,10.100.939.450,18.808.589.913,,,10100939450.0,18808589913.0
136,136,136,Phải thu ngắn hạn khác,6,1.413.623.208.215,103.073.509.674,,6.0,1413623208215.0,103073509674.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,4,(4.711.723.166),(3.751.346.391),,4.0,-4711723166.0,-3751346391.0
140,140,140,Hàng tồn kho,,49.550.512.891,47.470.252.892,,,49550512891.0,47470252892.0
141,141,141,Hàng tồn kho,7,49.550.512.891,47.470.252.892,,7.0,49550512891.0,47470252892.0
150,150,150,Tài sản ngắn hạn khác,,65.628.226.326,56.247.437.211,,,65628226326.0,56247437211.0
151,151,151,Chi phí trả trước ngắn hạn,8(a),19.972.440.801,17.693.351.014,,,19972440801.0,17693351014.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",13(a),45.501.162.531,35.639.643.041,,,45501162531.0,35639643041.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,13(b),154.622.994,2.914.443.156,,,154622994.0,2914443156.0
200,200,200,TÀI SẢN DÀI HẠN,,8.961.066.042.139,5.983.572.285.936,,,8961066042139.0,5983572285936.0
210,210,210,Các khoản phải thu dài hạn,,918.039.056.352,3.624.576.352,,,918039056352.0,3624576352.0
212,212,212,Trả trước cho người bán dài hạn,5,914.565.280.000,-,,5.0,914565280000.0,
216,216,216,Phải thu dài hạn khác,,3.473.776.352,3.624.576.352,,,3473776352.0,3624576352.0
220,220,220,Tài sản cố định,,3.514.658.904.348,3.611.422.058.657,,,3514658904348.0,3611422058657.0
221,221,221,Tài sản cố định hữu hình,9(a),1.252.150.821.284,1.347.446.163.423,,,1252150821284.0,1347446163423.0
222,222,222,Nguyên giá,,4.247.477.918.179,4.195.839.269.027,,,4247477918179.0,4195839269027.0
223,223,223,Giá trị khấu hao lũy kế,,(2.995.327.096.895),(2.848.393.105.604),,,-2995327096895.0,-2848393105604.0
224,224,224,Tài sản cố định thuê tài chính,9(b),85.217.725.144,4.466.623.768,,,85217725144.0,4466623768.0
225,225,225,Nguyên giá,,86.580.681.068,5.187.601.567,,,86580681068.0,5187601567.0
226,226,226,Giá trị khấu hao lũy kế,,(1.362.955.924),(720.977.799),,,-1362955924.0,-720977799.0
227,227,227,Tài sản cố định vô hình,9(c),2.177.290.357.920,2.259.509.271.466,,,2177290357920.0,2259509271466.0
228,228,228,Nguyên giá,,2.321.834.100.260,2.320.997.600.260,,,2321834100260.0,2320997600260.0
229,229,229,Giá trị khấu hao lũy kế,,(144.543.742.340),(61.488.328.794),,,-144543742340.0,-61488328794.0
240,240,240,Tài sản dở dang dài hạn,,690.202.928,396.378.000,,,690202928.0,396378000.0
242,242,242,Chi phí xây dựng cơ bản dở dang,,690.202.928,396.378.000,,,690202928.0,396378000.0
250,250,250,Đầu tư tài chính dài hạn,,3.014.519.026.801,759.362.263.714,,,3014519026801.0,759362263714.0
252,252,252,Đầu tư vào công ty liên kết,10(c),3.014.364.026.801,759.207.263.714,,,3014364026801.0,759207263714.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,10(d),155.000.000,155.000.000,,,155000000.0,155000000.0
260,260,260,Tài sản dài hạn khác,,1.513.158.851.710,1.608.767.009.213,,,1513158851710.0,1608767009213.0
261,261,261,Chi phí trả trước dài hạn,8(b),1.103.363.482.812,1.152.722.738.658,,,1103363482812.0,1152722738658.0
268,268,268,Tài sản dài hạn khác,,7.000.000.000,6.000.000.000,,,7000000000.0,6000000000.0
269,269,269,Lợi thế thương mại,11,402.795.368.898,450.044.270.555,,11.0,402795368898.0,450044270555.0
270,270,270,TỔNG TÀI SẢN,,12.962.909.058.393,7.795.129.594.538,,,12962909058393.0,7795129594538.0
