row_label_raw,row_label_full,col_0,Tổng nợ thuê tài chính VND,Chi phí lãi thuê VND,Nợ gốc VND,numeric__Tổng nợ thuê tài chính VND,numeric__Chi phí lãi thuê VND,numeric__Nợ gốc VND
Dưới 1 năm,Dưới 1 năm,Dưới 1 năm,33.624.706.426,6.265.612.090,27.359.094.336,33624706426.0,6265612090.0,27359094336.0
Từ 1 đến 5 năm,Từ 1 đến 5 năm,Từ 1 đến 5 năm,69.991.364.389,6.736.023.301,63.255.341.088,69991364389.0,6736023301.0,63255341088.0
,,,103.616.070.815,13.001.635.391,90.614.435.424,103616070815.0,13001635391.0,90614435424.0
