row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
01,01,01,Doanh thu cung cấp dịch vụ,,3.205.511.845.727,2.787.912.700.840,,,3205511845727.0,2787912700840.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về cung cấp dịch vụ,26,3.205.511.845.727,2.787.912.700.840,,26.0,3205511845727.0,2787912700840.0
11,02 > 11,11,Giá vốn dịch vụ cung cấp,27,(2.064.826.506.471),(1.944.451.859.272),,27.0,-2064826506471.0,-1944451859272.0
20,02 > 20,20,Lợi nhuận gộp về cung cấp dịch vụ,,1.140.685.339.256,843.460.841.568,,,1140685339256.0,843460841568.0
21,02 > 21,21,Doanh thu hoạt động tài chính,28,191.042.282.057,264.039.063.299,,28.0,191042282057.0,264039063299.0
22,02 > 22,22,Chi phí tài chính,29,(345.920.178.827),(219.383.871.885),,29.0,-345920178827.0,-219383871885.0
23,02 > 23,23,- Trong đó: Chi phí đi vay,,(274.513.425.382),(167.149.402.470),,,-274513425382.0,-167149402470.0
24,02 > 24,24,Phần lãi/(lỗ) trong công ty liên kết,10,121.568.476.432,(3.532.098.092),,10.0,121568476432.0,-3532098092.0
25,02 > 25,25,Chi phí bán hàng,30,(243.751.093.402),(152.829.795.612),,30.0,-243751093402.0,-152829795612.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,31,(216.112.118.276),(182.570.775.862),,31.0,-216112118276.0,-182570775862.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,647.512.707.240,549.183.363.416,,,647512707240.0,549183363416.0
31,02 > 31,31,Thu nhập khác,,38.364.286.732,3.316.909.852,,,38364286732.0,3316909852.0
32,02 > 32,32,Chi phí khác,,(4.045.539.706),(27.922.431.206),,,-4045539706.0,-27922431206.0
40,02 > 40,40,Lợi nhuận/(lỗ) khác,32,34.318.747.026,(24.605.521.354),,32.0,34318747026.0,-24605521354.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế,,681.831.454.266,524.577.842.062,,,681831454266.0,524577842062.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,33,(182.819.255.143),(102.391.096.338),,33.0,-182819255143.0,-102391096338.0
52,02 > 52,52,Thu nhập thuế TNDN hoãn lại,33,26.532.238.514,12.352.483.326,,33.0,26532238514.0,12352483326.0
60,02 > 60,60,Lợi nhuận sau thuế TNDN,,525.544.437.637,434.539.229.050,,,525544437637.0,434539229050.0
,,,Phân bổ cho:,,,,,,,
61,02 > 61,61,Cổ đông của Công ty,,340.980.036.091,336.159.900.134,,,340980036091.0,336159900134.0
62,02 > 62,62,Cổ đông không kiểm soát,,184.564.401.546,98.379.328.916,,,184564401546.0,98379328916.0
70,02 > 70,70,Lãi cơ bản trên cổ phiếu,24(a),918,1.025,,,918.0,1025.0
71,02 > 71,71,Lãi suy giảm trên cổ phiếu,24(b),918,1.025,,,918.0,1025.0
