row_label_raw,row_label_full,i),Phải thu ngắn hạn của khách hàng (Thuyết minh 4) > Công ty TNHH Đại lý Vận tải Evergreen(Viết Nam),31/12/2025VND > 30.752.633.224,31/12/2024VND > 36.450.305.336,numeric__Phải thu ngắn hạn của khách hàng (Thuyết minh 4) > Công ty TNHH Đại lý Vận tải Evergreen(Viết Nam),numeric__31/12/2025VND > 30.752.633.224,numeric__31/12/2024VND > 36.450.305.336
i),i),i),Công ty TNHH Tuyến Container T.S. Hà Nội,-,8.964.351.215,,,8964351215.0
i),i),i),Công ty Cổ phần Vận tải và Xếp dỡ Hải An,5.419.322.077,-,,5419322077.0,
i),i),i),Công ty Cổ phần Cảng VIMC Đình Vũ,5.087.822.486,-,,5087822486.0,
i),i),i),Khác,855.790.035,748.713.080,,855790035.0,748713080.0
i),i),i),,42.115.567.822,46.163.369.631,,42115567822.0,46163369631.0
ii),ii),ii),Phải trả người bán ngắn hạn (Thuyết minh 12),,,,,
ii),ii) > ii),ii),Công ty TNHH Dịch vụ Hàng hải Vinaship,2.760.379.214,2.233.687.158,,2760379214.0,2233687158.0
ii),ii) > ii),ii),Khác,316.249.666,108.800.700,,316249666.0,108800700.0
ii),ii) > ii),ii),,3.076.628.880,2.342.487.858,,3076628880.0,2342487858.0
