row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
300,300,300,NỘ PHẢI TRẢ,,6.576.307.949.975,2.899.013.876.257,,,6576307949975.0,2899013876257.0
310,310,310,Nợ ngắn hạn,,3.015.737.357.231,715.021.123.705,,,3015737357231.0,715021123705.0
311,311,311,Phải trả người bán ngắn hạn,12,148.110.248.393,107.683.328.347,,12.0,148110248393.0,107683328347.0
312,312,312,Người mua trả tiền trước ngắn hạn,,4.215.420.888,4.173.913.884,,,4215420888.0,4173913884.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,13(c),132.911.394.443,47.069.114.487,,,132911394443.0,47069114487.0
314,314,314,Phải trả người lao động,14,111.701.364.763,70.613.349.469,,14.0,111701364763.0,70613349469.0
315,315,315,Chi phí phải trả ngắn hạn,15,122.784.475.258,76.697.312.158,,15.0,122784475258.0,76697312158.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,16(a),21.158.909.317,180.748.660,,,21158909317.0,180748660.0
319,319,319,Phải trả ngắn hạn khác,17,22.251.022.192,19.916.673.963,,17.0,22251022192.0,19916673963.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,18(a),2.381.151.538.295,299.753.683.804,,,2381151538295.0,299753683804.0
321,321,321,Dự phòng phải trả ngắn hạn,19,50.506.886.439,76.036.500.000,,19.0,50506886439.0,76036500000.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,20.946.097.243,12.896.498.933,,20.0,20946097243.0,12896498933.0
330,330,330,Nợ dài hạn,,3.560.570.592.744,2.183.992.752.552,,,3560570592744.0,2183992752552.0
336,336,336,Doanh thu chưa thực hiện dài hạn,16(b),60.945.477.952,-,,,60945477952.0,
337,337,337,Phải trả dài hạn khác,,1.720.625.000,785.400.000,,,1720625000.0,785400000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,18(b),2.992.362.287.071,1.650.298.938.156,,,2992362287071.0,1650298938156.0
341,341,341,Thuế thu nhập hoãn lại phải trả,21,503.846.538.940,530.378.777.454,,21.0,503846538940.0,530378777454.0
342,342,342,Dự phòng phải trả dài hạn,,1.695.663.781,2.529.636.942,,,1695663781.0,2529636942.0
400,400,400,VỐN CHỦ SỞ HỮU,,6.386.601.108.418,4.896.115.718.281,,,6386601108418.0,4896115718281.0
410,410,410,Vốn chủ sở hữu,,6.386.601.108.418,4.896.115.718.281,,,6386601108418.0,4896115718281.0
411,411,411,Vốn góp của chủ sở hữu,"22, 23",3.743.703.620.000,2.867.968.190.000,,,3743703620000.0,2867968190000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.743.703.620.000,2.867.968.190.000,,,3743703620000.0,2867968190000.0
412,412,412,Thăng dư vốn cổ phần,23,94.000.000,39.497.521.246,,23.0,94000000.0,39497521246.0
414,414,414,Vốn khác của chủ sở hữu,23,1.382.700.000,1.382.700.000,,23.0,1382700000.0,1382700000.0
418,418,418,Quỹ đầu tư phát triển,23,275.328.463.694,892.644.137.680,,23.0,275328463694.0,892644137680.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",23,1.394.054.678.918,719.517.346.868,,23.0,1394054678918.0,719517346868.0
421a,421a,421a,- LNST chưa phân phổ lũy kế của các năm trước,,440.043.702.600,383.357.446.734,,,440043702600.0,383357446734.0
421b,421b,421b,- LNST chưa phân phối năm nay,,954.010.976.318,336.159.900.134,,,954010976318.0,336159900134.0
429,429,429,Lợi ích cổ đông không kiểm soát,23,972.037.645.806,375.105.822.487,,23.0,972037645806.0,375105822487.0
440,440,440,TỔNG NGUỒN VỐN,,12.962.909.058.393,7.795.129.594.538,,,12962909058393.0,7795129594538.0
