row_label_raw,row_label_full,col_0,Công ty Cổ phầnVận tải biểnVinashipVND,Công ty Cổ phầnCảng VIMC ĐìnhVũVND,Công tyCổ phần VHLLogisticsVND,Công ty Cổ phần LogisticsCảng Đà NẵngVND,Công ty TNHH Tuyến ContainerT.S. Hà NộiVND,Công ty Cổ phầnVận tải và Xếp dởHải AnVND,Tổng cộngVND,numeric__Công ty Cổ phầnVận tải biểnVinashipVND,numeric__Công ty Cổ phầnCảng VIMC ĐìnhVũVND,numeric__Công tyCổ phần VHLLogisticsVND,numeric__Công ty Cổ phần LogisticsCảng Đà NẵngVND,numeric__Công ty TNHH Tuyến ContainerT.S. Hà NộiVND,numeric__Công ty Cổ phầnVận tải và Xếp dởHải AnVND,numeric__Tổng cộngVND
Số dư tai 1 tháng 1 năm 2025,Số dư tai 1 tháng 1 năm 2025,Số dư tai 1 tháng 1 năm 2025,382.026.715.426,347.561.855.412,9.724.000.000,15.313.506.702,4.581.186.174,-,759.207.263.714,382026715426.0,347561855412.0,9724000000.0,15313506702.0,4581186174.0,,759207263714.0
Tăng đầu tư vào công tyliên kết trong năm,Tăng đầu tư vào công tyliên kết trong năm,Tăng đầu tư vào công tyliên kết trong năm,-,-,10.560.000.000,-,-,2.164.372.775.960,2.174.932.775.960,,,10560000000.0,,,2164372775960.0,2174932775960.0
Phần lãi/(lỗ) của Tập đoàntrong kết quả kinh doanh củacác công ty liên kết,Phần lãi/(lỗ) của Tập đoàntrong kết quả kinh doanh củacác công ty liên kết,Phần lãi/(lỗ) của Tập đoàntrong kết quả kinh doanh củacác công ty liên kết,17.409.085.986(8.161.944.000),236.516.104,(5.659.356.653),-,-,109.582.230.995(17.671.700.000),121.568.476.432(29.241.061.792),,236516104.0,-5659356653.0,,,,
Cổ tức đã nhận,Cổ tức đã nhận,Cổ tức đã nhận,17.409.085.986(8.161.944.000),236.516.104,(5.659.356.653),(1.332.000.000),(2.075.417.792),109.582.230.995(17.671.700.000),121.568.476.432(29.241.061.792),,236516104.0,-5659356653.0,-1332000000.0,-2075417792.0,,
Thoái vốn đầu tư vào công tyliên kết trong năm,Thoái vốn đầu tư vào công tyliên kết trong năm,Thoái vốn đầu tư vào công tyliên kết trong năm,(9.597.659.131),-,-,-,(2.505.768.382),-,(12.103.427.513),-9597659131.0,,,,-2505768382.0,,-12103427513.0
Số dư tai 31 tháng 12 năm 2025,Số dư tai 31 tháng 12 năm 2025,Số dư tai 31 tháng 12 năm 2025,381.676.198.281,347.798.371.516,14.624.643.347,13.981.506.702,-,2.256.283.306.955,3.014.364.026.801,381676198281.0,347798371516.0,14624643347.0,13981506702.0,,2256283306955.0,3014364026801.0
