row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,120.959.970,334.042.538,120959970.0,334042538.0
Chi phí lương nhân viên,Chi phí bán hàng > Chi phí lương nhân viên,Chi phí lương nhân viên,3.475.749,11.239.055,3475749.0,11239055.0
Chi phí khấu hao và hao mòn,Chi phí bán hàng > Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,481.499,2.853.664,481499.0,2853664.0
Chi phí khác,Chi phí bán hàng > Chi phí khác,Chi phí khác,4.369.948,6.448.949,4369948.0,6448949.0
,,,129.287.166,354.584.206,129287166.0,354584206.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Phân bổ lợi thế thương mại,Chi phí quản lý doanh nghiệp > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,601.696.297,157.929.000,601696297.0,157929000.0
Chi phí lương nhân viên,Chi phí quản lý doanh nghiệp > Chi phí lương nhân viên,Chi phí lương nhân viên,76.497.818,144.305.575,76497818.0,144305575.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,27.087.248,46.381.182,27087248.0,46381182.0
Chi phí khấu hao,Chi phí quản lý doanh nghiệp > Chi phí khấu hao,Chi phí khấu hao,8.505.956,17.983.621,8505956.0,17983621.0
(Hoàn nhập dự phòng)/dự phòng,Chi phí quản lý doanh nghiệp > (Hoàn nhập dự phòng)/dự phòng,(Hoàn nhập dự phòng)/dự phòng,(891.173.929),1.425.324.428,-891173929.0,1425324428.0
Chi phí khác,Chi phí quản lý doanh nghiệp > Chi phí khác,Chi phí khác,3.107.381,59.316.300,3107381.0,59316300.0
,,,(174.279.229),1.851.240.106,-174279229.0,1851240106.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,(44.992.063),2.205.824.312,-44992063.0,2205824312.0
