row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Vay dài hạn trái phiếu đến hạn trả (TM số 24.2),Ngắn hạn > Vay dài hạn trái phiếu đến hạn trả (TM số 24.2),Vay dài hạn trái phiếu đến hạn trả (TM số 24.2),1.293.017.564,872.245.035,1293017564.0,872245035.0
Vay dài hạn ngân hàng đến hạn trả (TM số 24.3),Ngắn hạn > Vay dài hạn ngân hàng đến hạn trả (TM số 24.3),Vay dài hạn ngân hàng đến hạn trả (TM số 24.3),704.681.572,1.194.476.648,704681572.0,1194476648.0
Vay ngắn hạn ngân hàng (TM số 24.1),Ngắn hạn > Vay ngắn hạn ngân hàng (TM số 24.1),Vay ngắn hạn ngân hàng (TM số 24.1),511.870.419,1.467.713.308,511870419.0,1467713308.0
Vay ngắn hạn bên khác,Ngắn hạn > Vay ngắn hạn bên khác,Vay ngắn hạn bên khác,-,5.122.729.858,,5122729858.0
Vay ngắn hạn từ công ty và cá nhân,Ngắn hạn > Vay ngắn hạn từ công ty và cá nhân,Vay ngắn hạn từ công ty và cá nhân,-,114.686.449,,114686449.0
,,,2.509.569.555,8.771.851.298,2509569555.0,8771851298.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Vay dài hạn trái phiếu (TM số 24.2),Dài hạn > Vay dài hạn trái phiếu (TM số 24.2),Vay dài hạn trái phiếu (TM số 24.2),5.142.773.631,6.726.624.401,5142773631.0,6726624401.0
Vay dài hạn ngân hàng (TM số 24.3),Dài hạn > Vay dài hạn ngân hàng (TM số 24.3),Vay dài hạn ngân hàng (TM số 24.3),497.175.885,2.528.363.183,497175885.0,2528363183.0
Vay dài hạn từ công ty và cá nhân (TM số 24.4),Dài hạn > Vay dài hạn từ công ty và cá nhân (TM số 24.4),Vay dài hạn từ công ty và cá nhân (TM số 24.4),136.895.549,76.011.586,136895549.0,76011586.0
,,,5.776.845.065,9.330.999.170,5776845065.0,9330999170.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,8.286.414.620,18.102.850.468,8286414620.0,18102850468.0
