row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Tổng lỗ kế toán trước thuế,Tổng lỗ kế toán trước thuế,Tổng lỗ kế toán trước thuế,(130.606.633),(2.351.460.262),-130606633.0,-2351460262.0
Các khoản điều chỉnh tăng/(giảm) lỗ kế toán:,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán:,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán:,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán:,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán:,,
Chi phí phân bổ lợi thế thương mại,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Chi phí phân bổ lợi thế thương mại,Chi phí phân bổ lợi thế thương mại,601.696.297,157.929.000,601696297.0,157929000.0
Các khoản lỗ từ các công ty con,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Các khoản lỗ từ các công ty con,Các khoản lỗ từ các công ty con,348.765.383,1.733.734.243,348765383.0,1733734243.0
Lỗ (lãi) từ thanh lý các công ty con ở khía cạnh hợp nhất,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Lỗ (lãi) từ thanh lý các công ty con ở khía cạnh hợp nhất,Lỗ (lãi) từ thanh lý các công ty con ở khía cạnh hợp nhất,222.169.717,(476.321.574),222169717.0,-476321574.0
Mức trần chi phí lãi vay (*),Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Mức trần chi phí lãi vay (*),Mức trần chi phí lãi vay (*),121.964.254,279.551.379,121964254.0,279551379.0
Lỗ chưa thực hiện trên hợp nhất,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Lỗ chưa thực hiện trên hợp nhất,Lỗ chưa thực hiện trên hợp nhất,41.935.443,10.040.074,41935443.0,10040074.0
Lỗ/(lãi) từ các công ty liên kết,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Lỗ/(lãi) từ các công ty liên kết,Lỗ/(lãi) từ các công ty liên kết,5.819.760,(8.767.467),5819760.0,-8767467.0
Chi phí lãi vay nội bộ ở khía cạnh hợp nhất,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Chi phí lãi vay nội bộ ở khía cạnh hợp nhất,Chi phí lãi vay nội bộ ở khía cạnh hợp nhất,3.472.151,129.860.293,3472151.0,129860293.0
Cấn trừ lỗ năm trước,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Cấn trừ lỗ năm trước,Cấn trừ lỗ năm trước,(574.015.223),(224.242.016),-574015223.0,-224242016.0
