row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Cho vay ngắn hạn bên liên quan (TM số 34) (i),Ngắn hạn > Cho vay ngắn hạn bên liên quan (TM số 34) (i),Cho vay ngắn hạn bên liên quan (TM số 34) (i),6.397.342.577,3.781.246.179,6397342577.0,3781246179.0
Cho vay ngắn hạn các bên khác (ii),Ngắn hạn > Cho vay ngắn hạn các bên khác (ii),Cho vay ngắn hạn các bên khác (ii),118.915.603,405.231.025,118915603.0,405231025.0
,,,6.516.258.180,4.186.477.204,6516258180.0,4186477204.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Cho vay dài hạn bên liên quan (TM số 34) (i),Dài hạn > Cho vay dài hạn bên liên quan (TM số 34) (i),Cho vay dài hạn bên liên quan (TM số 34) (i),2.363.749.852,1.363.307.997,2363749852.0,1363307997.0
Cho vay dài hạn Chính phủ Lào - Dự án sân bay quốc tế Attapeu (iii),Dài hạn > Cho vay dài hạn Chính phủ Lào - Dự án sân bay quốc tế Attapeu (iii),Cho vay dài hạn Chính phủ Lào - Dự án sân bay quốc tế Attapeu (iii),16.983.365,17.230.477,16983365.0,17230477.0
Cho vay dài hạn các bên khác (ii),Dài hạn > Cho vay dài hạn các bên khác (ii),Cho vay dài hạn các bên khác (ii),72.105.209,402.110.000,72105209.0,402110000.0
,,,2.452.838.426,1.782.648.474,2452838426.0,1782648474.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,8.969.096.606,5.969.125.678,8969096606.0,5969125678.0
Dự phòng phải thu về cho vay khó đòi,Dài hạn > Dự phòng phải thu về cho vay khó đòi,Dự phòng phải thu về cho vay khó đòi,(1.392.199.669),(2.305.282.094),-1392199669.0,-2305282094.0
GIÁ TRỊ THUÀN,Dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,7.576.896.937,3.663.843.584,7576896937.0,3663843584.0
