row_label_raw,row_label_full,Số đầu năm,Năm nay > 4.949.332.245,Ngàn VNDNăm trước > 4.122.902.838,numeric__Năm nay > 4.949.332.245,numeric__Ngàn VNDNăm trước > 4.122.902.838
Giao dịch vốn trong nội bộ Tập đoàn với cổ đông không kiểm soát của các công ty con,Giao dịch vốn trong nội bộ Tập đoàn với cổ đông không kiểm soát của các công ty con,Giao dịch vốn trong nội bộ Tập đoàn với cổ đông không kiểm soát của các công ty con,514.446.908,1.566.478.912,514446908.0,1566478912.0
Nhận vốn góp từ cổ đông không kiểm soát,Nhận vốn góp từ cổ đông không kiểm soát,Nhận vốn góp từ cổ đông không kiểm soát,55.000,-,55000.0,
Mua các công ty con,Mua các công ty con,Mua các công ty con,-,283.185.640,,283185640.0
Lỗ trong năm phân bổ cho cổ đông không kiểm soát,Lỗ trong năm phân bổ cho cổ đông không kiểm soát,Lỗ trong năm phân bổ cho cổ đông không kiểm soát,(75.424.050),(1.127.678.506),-75424050.0,-1127678506.0
Thanh lý công ty con,Thanh lý công ty con,Thanh lý công ty con,(5.201.860.403),107.301.119,-5201860403.0,107301119.0
Khác,Khác,Khác,-,(2.857.758),,-2857758.0
Số cuối năm,Số cuối năm,Số cuối năm,186.549.700,4.949.332.245,186549700.0,4949332245.0
