row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả tiền mượn từ các công ty và cá nhân (i),Ngắn hạn > Phải trả tiền mượn từ các công ty và cá nhân (i),Phải trả tiền mượn từ các công ty và cá nhân (i),111.183.498,1.237.044.380,111183498.0,1237044380.0
Phải trả các cá nhân khác,Ngắn hạn > Phải trả các cá nhân khác,Phải trả các cá nhân khác,1.276.235,3.958.621,1276235.0,3958621.0
"Phải trả về hợp tác kinh doanh (""HĐHTKD"")","Ngắn hạn > Phải trả về hợp tác kinh doanh (""HĐHTKD"")","Phải trả về hợp tác kinh doanh (""HĐHTKD"")",-,104.112.630,,104112630.0
Phải trả tiền thuê đất,Ngắn hạn > Phải trả tiền thuê đất,Phải trả tiền thuê đất,-,74.761.454,,74761454.0
Khác,Ngắn hạn > Khác,Khác,49.141.491,55.905.206,49141491.0,55905206.0
,,,161.601.224,1.475.782.291,161601224.0,1475782291.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải trả tiền mượn từ các công ty và cá nhân (i),Dài hạn > Phải trả tiền mượn từ các công ty và cá nhân (i),Phải trả tiền mượn từ các công ty và cá nhân (i),65.398.026,335.560.739,65398026.0,335560739.0
Phải trả tiền thuê đất,Dài hạn > Phải trả tiền thuê đất,Phải trả tiền thuê đất,-,118.618.381,,118618381.0
,,,65.398.026,454.179.120,65398026.0,454179120.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,226.999.250,1.929.961.411,226999250.0,1929961411.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả dài hạn các bên thứ ba,Trong đó: > Phải trả dài hạn các bên thứ ba,Phải trả dài hạn các bên thứ ba,208.884.310,1.455.779.809,208884310.0,1455779809.0
Phải trả ngắn hạn các bên liên quan (TM số 34),Trong đó: > Phải trả ngắn hạn các bên liên quan (TM số 34),Phải trả ngắn hạn các bên liên quan (TM số 34),18.114.940,237.823.684,18114940.0,237823684.0
Phải trả dài hạn bên liên quan (TM số 34),Trong đó: > Phải trả dài hạn bên liên quan (TM số 34),Phải trả dài hạn bên liên quan (TM số 34),-,236.357.918,,236357918.0
