row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,2.187.415.636,3.189.964.886,2187415636.0,3189964886.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán trái cây,Trong đó: > Doanh thu bán trái cây,Doanh thu bán trái cây,1.092.323.976,2.290.134.596,1092323976.0,2290134596.0
Doanh thu bán heo,Trong đó: > Doanh thu bán heo,Doanh thu bán heo,557.570.467,121.162.500,557570467.0,121162500.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,317.660.813,107.178.304,317660813.0,107178304.0
Doanh thu từ cung cấp dịch vụ,Trong đó: > Doanh thu từ cung cấp dịch vụ,Doanh thu từ cung cấp dịch vụ,217.079.648,405.779.249,217079648.0,405779249.0
Doanh thu bán mũ cao su,Trong đó: > Doanh thu bán mũ cao su,Doanh thu bán mũ cao su,-,265.494.259,,265494259.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,2.780.732,215.978,2780732.0,215978.0
Khoản giảm trừ,Trong đó: > Khoản giảm trừ,Khoản giảm trừ,(89.997.270),(13.318.930),-89997270.0,-13318930.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(89.997.270),(13.318.930),-89997270.0,-13318930.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,2.097.418.366,3.176.645.956,2097418366.0,3176645956.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán trái cây,Trong đó: > Doanh thu bán trái cây,Doanh thu bán trái cây,1.003.599.185,2.283.093.783,1003599185.0,2283093783.0
Doanh thu bán heo,Trong đó: > Doanh thu bán heo,Doanh thu bán heo,557.570.406,121.162.500,557570406.0,121162500.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,317.660.818,40.112.617,317660818.0,40112617.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,215.807.224,466.392.018,215807224.0,466392018.0
Doanh thu bán mũ cao su,Trong đó: > Doanh thu bán mũ cao su,Doanh thu bán mũ cao su,-,265.494.259,,265494259.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,2.780.733,390.779,2780733.0,390779.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu thuần với các bên thứ ba,Trong đó: > Doanh thu thuần với các bên thứ ba,Doanh thu thuần với các bên thứ ba,1.461.630.719,3.085.163.910,1461630719.0,3085163910.0
Doanh thu thuần với các bên liên quan(TM số 34),Trong đó: > Doanh thu thuần với các bên liên quan(TM số 34),Doanh thu thuần với các bên liên quan(TM số 34),635.787.647,91.482.046,635787647.0,91482046.0
