row_label_raw,row_label_full,"Tên ngân hàng > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""Eximbank"")",Số cuối năm > 637.790.252,Ngàn VND Số đầu năm > 711.277.743,numeric__Số cuối năm > 637.790.252,numeric__Ngàn VND Số đầu năm > 711.277.743
"Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu",268.686.489,1.025.470.346,268686489.0,1025470346.0
"Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")","Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")","Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")",192.000.000,242.000.000,192000000.0,242000000.0
"Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")",103.380.716,512.454.605,103380716.0,512454605.0
"Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")","Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")","Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")",-,1.231.637.137,,1231637137.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.201.857.457,3.722.839.831,1201857457.0,3722839831.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Vay dài hạn ngân hàng đến hạn trả,Trong đó: > Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,704.681.572,1.194.476.648,704681572.0,1194476648.0
Vay dài hạn,Trong đó: > Vay dài hạn,Vay dài hạn,497.175.885,2.528.363.183,497175885.0,2528363183.0
