row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",3.570.321,8.364.959,3570321.0,8364959.0
Chi phí khác,Ngắn hạn > Chi phí khác,Chi phí khác,3.554.320,2.988.969,3554320.0,2988969.0
,,,7.124.641,11.353.928,7124641.0,11353928.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Dự án chăn nuôi,Dài hạn > Dự án chăn nuôi,Dự án chăn nuôi,110.024.320,-,110024320.0,
Chi phí khai hoang,Dài hạn > Chi phí khai hoang,Chi phí khai hoang,124.639.291,249.358.743,124639291.0,249358743.0
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",22.449.231,24.797.811,22449231.0,24797811.0
Tiền thuê đất,Dài hạn > Tiền thuê đất,Tiền thuê đất,10.473.443,67.758.782,10473443.0,67758782.0
Chi phí thuê văn phòng,Dài hạn > Chi phí thuê văn phòng,Chi phí thuê văn phòng,-,4.982.444,,4982444.0
Chi phí khác,Dài hạn > Chi phí khác,Chi phí khác,4.313.876,6.499.049,4313876.0,6499049.0
,,,271.900.161,353.396.829,271900161.0,353396829.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,279.024.802,364.750.757,279024802.0,364750757.0
