row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Lãi thanh lý tài sản,Thu nhập khác > Lãi thanh lý tài sản,Lãi thanh lý tài sản,35.896.990,-,35896990.0,
Hoàn nhập các khoản trích trước,Thu nhập khác > Hoàn nhập các khoản trích trước,Hoàn nhập các khoản trích trước,-,26.924.870,,26924870.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,43.773.982,71.223.595,43773982.0,71223595.0
,,,79.670.972,98.148.465,79670972.0,98148465.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Chi phí chuyển đổi vườn cây,Chi phí khác > Chi phí chuyển đổi vườn cây,Chi phí chuyển đổi vườn cây,293.716.472,56.168.520,293716472.0,56168520.0
Khấu hao tài sản ngưng sử dụng,Chi phí khác > Khấu hao tài sản ngưng sử dụng,Khấu hao tài sản ngưng sử dụng,25.274.918,62.455.980,25274918.0,62455980.0
Chi phí xóa số TSCĐ,Chi phí khác > Chi phí xóa số TSCĐ,Chi phí xóa số TSCĐ,14.456.054,63.464.100,14456054.0,63464100.0
Các khoản phạt,Chi phí khác > Các khoản phạt,Các khoản phạt,9.655.180,30.101.552,9655180.0,30101552.0
Lỗ thanh lý tài sản,Chi phí khác > Lỗ thanh lý tài sản,Lỗ thanh lý tài sản,-,184.949.729,,184949729.0
Các khoản khác,Chi phí khác > Các khoản khác,Các khoản khác,58.103.085,30.344.526,58103085.0,30344526.0
,,,401.205.709,427.484.407,401205709.0,427484407.0
LỔ KHÁC,Chi phí khác > LỔ KHÁC,LỔ KHÁC,(321.534.737),(329.335.942),-321534737.0,-329335942.0
