row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28.1,2.187.415.636,3.189.964.886,,281.0,2187415636.0,3189964886.0
02,02,02,2. Các khoản giảm trừ doanh thu,28.1,(89.997.270),(13.318.930),,281.0,-89997270.0,-13318930.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,2.097.418.366,3.176.645.956,,281.0,2097418366.0,3176645956.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,29,(1.590.448.139),(2.970.915.613),,29.0,-1590448139.0,-2970915613.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,506.970.227,205.730.343,,,506970227.0,205730343.0
21,21,21,6. Doanh thu hoạt động tài chính,28.2,735.078.612,1.287.363.665,,282.0,735078612.0,1287363665.0
22,22,22,7. Chi phí tài chính,30,(1.090.293.038),(1.318.161.483),,30.0,-1090293038.0,-1318161483.0
23,23,23,- Trong đó: Chi phí lãi vay,,(971.878.185),(1.253.570.666),,,-971878185.0,-1253570666.0
24,24,24,8. Phần (lỗ)/lãi trong công ty liên kết,,(5.819.760),8.767.467,,,-5819760.0,8767467.0
25,25,25,9. Chi phí bán hàng,31,(129.287.166),(354.584.206),,31.0,-129287166.0,-354584206.0
26,26,26,10. Chi phí quản lý doanh nghiệp,31,174.279.229,(1.851.240.106),,31.0,174279229.0,-1851240106.0
30,30,30,11. Lợi nhuận/(lỗ) thuần từ hoạt động kinh doanh,,190.928.104,(2.022.124.320),,,190928104.0,-2022124320.0
31,31,31,12. Thu nhập khác,32,79.670.972,98.148.465,,32.0,79670972.0,98148465.0
32,32,32,13. Chi phí khác,32,(401.205.709),(427.484.407),,32.0,-401205709.0,-427484407.0
40,40,40,14. Lỗ khác,32,(321.534.737),(329.335.942),,32.0,-321534737.0,-329335942.0
50,50,50,15. Lỗ kế toán trước thuế,,(130.606.633),(2.351.460.262),,,-130606633.0,-2351460262.0
51,51,51,16. Chi phí thuế TNDN hiện hành,33.1,(885.768),(3.440.989),,331.0,-885768.0,-3440989.0
52,52,52,17. Thu nhập/(chi phí) thuế TNDN hoãn lại,33.2,259.098.512,(28.438.599),,332.0,259098512.0,-28438599.0
60,60,60,18. Lợi nhuận/(lỗ) sau thuế TNDN,,127.606.111,(2.383.339.850),,,127606111.0,-2383339850.0
61,61,61,19. Lợi nhuận/(lỗ) sau thuế của công ty mẹ,,203.030.161,(1.255.661.344),,,203030161.0,-1255661344.0
62,62,62,20. Lỗ sau thuế của cổ đông không kiểm soát,,(75.424.050),(1.127.678.506),,,-75424050.0,-1127678506.0
70,70,70,21. Lãi/(lỗ) cơ bản trên cổ phiếu (VND),27,219,(1.354),,27.0,219.0,-1354.0
71,71,71,22. Lãi/(lỗ) suy giảm trên cổ phiếu (VND),27,219,(1.354),,27.0,219.0,-1354.0
