row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",260.560.576,1.967.180.717,260560576.0,1967180717.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chăn nuôi,Trong đó: > - Chăn nuôi,- Chăn nuôi,201.590.330,10.479.073,201590330.0,10479073.0
"- Hoạt động sản xuất, trồng trọt (i)","Trong đó: > - Hoạt động sản xuất, trồng trọt (i)","- Hoạt động sản xuất, trồng trọt (i)",54.006.258,1.078.419.250,54006258.0,1078419250.0
- Hợp đồng xây dựng,Trong đó: > - Hợp đồng xây dựng,- Hợp đồng xây dựng,4.963.988,878.282.394,4963988.0,878282394.0
Nguyên vật liệu,Trong đó: > Nguyên vật liệu,Nguyên vật liệu,90.109.454,322.805.041,90109454.0,322805041.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,55.327.304,55.173.276,55327304.0,55173276.0
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,4.481.660,64.167.607,4481660.0,64167607.0
"Công cụ, dụng cụ","Trong đó: > Công cụ, dụng cụ","Công cụ, dụng cụ",3.255.975,9.513.608,3255975.0,9513608.0
Hàng đi đường,Trong đó: > Hàng đi đường,Hàng đi đường,-,4.272.302,,4272302.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,413.734.969,2.423.112.551,413734969.0,2423112551.0
Dự phòng giảm giá hàng tồn kho,Trong đó: > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(3.703.405),(75.146.986),-3703405.0,-75146986.0
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,410.031.564,2.347.965.565,410031564.0,2347965565.0
