row_label_raw,row_label_full,Mã số > 01 > 02 > 03 > 04 > 05 > 06 > 07,CHỈ TIÊU > I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH Lỗ kế toán trước thuế Điều chỉnh cho các khoản: Khẩu hao và hao mòn (bao gồm phân bổ lợi thế thương mại) (Hoàn nhập dự phòng)/dự phòng Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay Các điều chỉnh khác,"Thuyết minh > 11, 12 13, 18 30 33.1",Năm nay > (130.606.633) 870.230.953 (885.411.353) (104.788.770) (455.074.138) 971.878.185 1.759.669,Năm trước > (2.351.460.262) 963.189.845 1.614.455.830 (72.723.455) (1.053.097.065) 1.253.570.666 16.172.109,numeric__CHỈ TIÊU > I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH Lỗ kế toán trước thuế Điều chỉnh cho các khoản: Khẩu hao và hao mòn (bao gồm phân bổ lợi thế thương mại) (Hoàn nhập dự phòng)/dự phòng Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay Các điều chỉnh khác,"numeric__Thuyết minh > 11, 12 13, 18 30 33.1",numeric__Năm nay > (130.606.633) 870.230.953 (885.411.353) (104.788.770) (455.074.138) 971.878.185 1.759.669,numeric__Năm trước > (2.351.460.262) 963.189.845 1.614.455.830 (72.723.455) (1.053.097.065) 1.253.570.666 16.172.109
08,08,08,Lợi nhuận của hoạt động kinh doanh trước thay đổi vốn lưu động Tăng các khoản phải thu Tăng hàng tồn kho Tăng các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp,30,(130.606.633) 870.230.953 (885.411.353) (104.788.770) (455.074.138) 971.878.185 1.759.669,(2.351.460.262) 963.189.845 1.614.455.830 (72.723.455) (1.053.097.065) 1.253.570.666 16.172.109,,30.0,,
09,09,09,Lợi nhuận của hoạt động kinh doanh trước thay đổi vốn lưu động Tăng các khoản phải thu Tăng hàng tồn kho Tăng các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp,30,267.987.913 (605.054.037) (264.123.046) 82.660.109 (54.040.134) (65.501.069) (2.205.764),370.107.668 (821.286.302) (430.250.325) 270.122.076 (21.743.758) (1.130.267.163) (818.203),,30.0,,
10,10,10,Lợi nhuận của hoạt động kinh doanh trước thay đổi vốn lưu động Tăng các khoản phải thu Tăng hàng tồn kho Tăng các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp,30,267.987.913 (605.054.037) (264.123.046) 82.660.109 (54.040.134) (65.501.069) (2.205.764),370.107.668 (821.286.302) (430.250.325) 270.122.076 (21.743.758) (1.130.267.163) (818.203),,30.0,,
11,11,11,Lợi nhuận của hoạt động kinh doanh trước thay đổi vốn lưu động Tăng các khoản phải thu Tăng hàng tồn kho Tăng các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp,30,267.987.913 (605.054.037) (264.123.046) 82.660.109 (54.040.134) (65.501.069) (2.205.764),370.107.668 (821.286.302) (430.250.325) 270.122.076 (21.743.758) (1.130.267.163) (818.203),,30.0,,
12,12,12,Lợi nhuận của hoạt động kinh doanh trước thay đổi vốn lưu động Tăng các khoản phải thu Tăng hàng tồn kho Tăng các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp,30,267.987.913 (605.054.037) (264.123.046) 82.660.109 (54.040.134) (65.501.069) (2.205.764),370.107.668 (821.286.302) (430.250.325) 270.122.076 (21.743.758) (1.130.267.163) (818.203),,30.0,,
14,14,14,Lợi nhuận của hoạt động kinh doanh trước thay đổi vốn lưu động Tăng các khoản phải thu Tăng hàng tồn kho Tăng các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp,30,267.987.913 (605.054.037) (264.123.046) 82.660.109 (54.040.134) (65.501.069) (2.205.764),370.107.668 (821.286.302) (430.250.325) 270.122.076 (21.743.758) (1.130.267.163) (818.203),,30.0,,
15,15,15,Lợi nhuận của hoạt động kinh doanh trước thay đổi vốn lưu động Tăng các khoản phải thu Tăng hàng tồn kho Tăng các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp,30,267.987.913 (605.054.037) (264.123.046) 82.660.109 (54.040.134) (65.501.069) (2.205.764),370.107.668 (821.286.302) (430.250.325) 270.122.076 (21.743.758) (1.130.267.163) (818.203),,30.0,,
20,20,20,"Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ đề mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đề đầu tư, góp vốn vào đơn vị khác Tiền thu hồi đầu tư góp vốn vào đơn vị khác Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",33.1,267.987.913 (605.054.037) (264.123.046) 82.660.109 (54.040.134) (65.501.069) (2.205.764),370.107.668 (821.286.302) (430.250.325) 270.122.076 (21.743.758) (1.130.267.163) (818.203),,331.0,,
21,21,21,"Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ đề mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đề đầu tư, góp vốn vào đơn vị khác Tiền thu hồi đầu tư góp vốn vào đơn vị khác Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",33.1,(1.215.681.721) 227.716.258 (2.910.721.238) 1.889.196.184 (108.511.316) 3.332.388.023 74.291.023,(2.335.313.765) 2.653.633 (820.994.359) 352.437.170 (421.331.381) 1.314.904.350 440.002.574,,331.0,,
22,22,22,"Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ đề mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đề đầu tư, góp vốn vào đơn vị khác Tiền thu hồi đầu tư góp vốn vào đơn vị khác Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",33.1,(1.215.681.721) 227.716.258 (2.910.721.238) 1.889.196.184 (108.511.316) 3.332.388.023 74.291.023,(2.335.313.765) 2.653.633 (820.994.359) 352.437.170 (421.331.381) 1.314.904.350 440.002.574,,331.0,,
23,23,23,"Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ đề mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đề đầu tư, góp vốn vào đơn vị khác Tiền thu hồi đầu tư góp vốn vào đơn vị khác Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",33.1,(1.215.681.721) 227.716.258 (2.910.721.238) 1.889.196.184 (108.511.316) 3.332.388.023 74.291.023,(2.335.313.765) 2.653.633 (820.994.359) 352.437.170 (421.331.381) 1.314.904.350 440.002.574,,331.0,,
24,24,24,"Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ đề mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đề đầu tư, góp vốn vào đơn vị khác Tiền thu hồi đầu tư góp vốn vào đơn vị khác Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",33.1,(1.215.681.721) 227.716.258 (2.910.721.238) 1.889.196.184 (108.511.316) 3.332.388.023 74.291.023,(2.335.313.765) 2.653.633 (820.994.359) 352.437.170 (421.331.381) 1.314.904.350 440.002.574,,331.0,,
25,25,25,"Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ đề mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đề đầu tư, góp vốn vào đơn vị khác Tiền thu hồi đầu tư góp vốn vào đơn vị khác Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",33.1,(1.215.681.721) 227.716.258 (2.910.721.238) 1.889.196.184 (108.511.316) 3.332.388.023 74.291.023,(2.335.313.765) 2.653.633 (820.994.359) 352.437.170 (421.331.381) 1.314.904.350 440.002.574,,331.0,,
26,26,26,"Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ đề mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đề đầu tư, góp vốn vào đơn vị khác Tiền thu hồi đầu tư góp vốn vào đơn vị khác Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",33.1,(1.215.681.721) 227.716.258 (2.910.721.238) 1.889.196.184 (108.511.316) 3.332.388.023 74.291.023,(2.335.313.765) 2.653.633 (820.994.359) 352.437.170 (421.331.381) 1.314.904.350 440.002.574,,331.0,,
27,27,27,"Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ đề mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đề đầu tư, góp vốn vào đơn vị khác Tiền thu hồi đầu tư góp vốn vào đơn vị khác Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",33.1,(1.215.681.721) 227.716.258 (2.910.721.238) 1.889.196.184 (108.511.316) 3.332.388.023 74.291.023,(2.335.313.765) 2.653.633 (820.994.359) 352.437.170 (421.331.381) 1.314.904.350 440.002.574,,331.0,,
30,30,30,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,1.288.677.213,(1.467.641.778),,,1288677213.0,-1467641778.0,
