row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Đơn vị: VNDNăm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Đơn vị: VNDNăm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,2.367.129.320.250,2.354.710.953.554,1.0,,2367129320250.0,2354710953554.0
2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,26,2.367.129.320.250,2.354.710.953.554,10.0,26.0,2367129320250.0,2354710953554.0
3. Giá vốn hàng bán và cung cấp dịch vụ,3. Giá vốn hàng bán và cung cấp dịch vụ,3. Giá vốn hàng bán và cung cấp dịch vụ,11,27,2.022.627.467.039,2.038.997.397.443,11.0,27.0,2022627467039.0,2038997397443.0
4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,344.501.853.211,315.713.556.111,20.0,,344501853211.0,315713556111.0
5. Doanh thu hoạt động tài chính,5. Doanh thu hoạt động tài chính,5. Doanh thu hoạt động tài chính,21,29,147.366.301.209,108.080.007.522,21.0,29.0,147366301209.0,108080007522.0
6. Chi phí tài chính,6. Chi phí tài chính,6. Chi phí tài chính,22,30,(2.827.234.448),(34.250.717.697),22.0,30.0,-2827234448.0,-34250717697.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,7.709.966.832,(4.186.062.124),23.0,,7709966832.0,-4186062124.0
7. Chi phí bán hàng,7. Chi phí bán hàng,7. Chi phí bán hàng,25,31,-,2.520.000.000,25.0,31.0,,2520000000.0
8. Chi phí quản lý doanh nghiệp,8. Chi phí quản lý doanh nghiệp,8. Chi phí quản lý doanh nghiệp,26,31,60.863.215.062,60.064.422.811,26.0,31.0,60863215062.0,60064422811.0
9. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),9. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),9. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,433.832.173.806,395.459.858.519,30.0,,433832173806.0,395459858519.0
10. Thu nhập khác,10. Thu nhập khác,10. Thu nhập khác,31,,9.508.686.948,170.046.251,31.0,,9508686948.0,170046251.0
11. Chi phí khác,11. Chi phí khác,11. Chi phí khác,32,,53.560.149,76.277.983,32.0,,53560149.0,76277983.0
12. Lợi nhuận khác (40=31-32),12. Lợi nhuận khác (40=31-32),12. Lợi nhuận khác (40=31-32),40,,9.455.126.799,93.768.268,40.0,,9455126799.0,93768268.0
13. Tổng lợi nhuận kể toán trước thuế (50=30+40),13. Tổng lợi nhuận kể toán trước thuế (50=30+40),13. Tổng lợi nhuận kể toán trước thuế (50=30+40),50,,443.287.300.605,395.553.626.787,50.0,,443287300605.0,395553626787.0
14. Chi phí thuế thu nhập doanh nghiệp hiện hành,14. Chi phí thuế thu nhập doanh nghiệp hiện hành,14. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,85.821.570.001,77.508.651.147,51.0,32.0,85821570001.0,77508651147.0
15. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,15. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,15. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,32,(8.039.327.435),(377.858.736),52.0,32.0,-8039327435.0,-377858736.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,365.505.058.039,318.422.834.376,60.0,,365505058039.0,318422834376.0
