row_label_raw,row_label_full,col_0,Số cuối nămVND > Giá trị có,Số cuối nămVND > Giá trị có_1,Số đầu nămVND > Giá trị có,Số đầu nămVND > Giá trị có_1,numeric__Số cuối nămVND > Giá trị có,numeric__Số cuối nămVND > Giá trị có_1,numeric__Số đầu nămVND > Giá trị có,numeric__Số đầu nămVND > Giá trị có_1
Đối tượng nợ,Đối tượng nợ,Đối tượng nợ,Giá gốc thể thu hồi,Giá gốc thể thu hồi,Giá gốc thể thu hồi,Giá gốc thể thu hồi,,,,
Công ty Cổ phần Vận tải,Công ty Cổ phần Vận tải,Công ty Cổ phần Vận tải,,,,,,,,
Quốc Việt,Công ty Cổ phần Vận tải > Quốc Việt,Quốc Việt,14.037.189.480,-,13.882.151.236,-,14037189480.0,,13882151236.0,
"Vitol Asia Pte., Ltd","Công ty Cổ phần Vận tải > Vitol Asia Pte., Ltd","Vitol Asia Pte., Ltd",1.992.316.800,-,1.968.640.500,-,1992316800.0,,1968640500.0,
Navig8 Pool Inc,Công ty Cổ phần Vận tải > Navig8 Pool Inc,Navig8 Pool Inc,619.506.240,-,1.929.599.950,-,619506240.0,,1929599950.0,
Đối tượng khác,Công ty Cổ phần Vận tải > Đối tượng khác,Đối tượng khác,1.442.214.480,-,1.425.075.488,-,1442214480.0,,1425075488.0,
,,,18.091.227.000,-,19.205.467.174,-,18091227000.0,,19205467174.0,
