row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(18.091.227.000),(19.205.467.174),137.0,9.0,-18091227000.0,-19205467174.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,52.431.901.790,50.067.124.676,140.0,,52431901790.0,50067124676.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,10,52.431.901.790,50.067.124.676,141.0,10.0,52431901790.0,50067124676.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,6.669.902.503,6.577.889.298,150.0,,6669902503.0,6577889298.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,3.285.069.985,3.456.860.776,151.0,,3285069985.0,3456860776.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,3.384.832.518,3.121.028.522,152.0,,3384832518.0,3121028522.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,4.313.570.941.050,4.620.651.063.478,200.0,,4313570941050.0,4620651063478.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.375.156.276.717,1.650.769.715.037,210.0,,1375156276717.0,1650769715037.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,11,1.375.156.276.717,1.650.769.715.037,216.0,11.0,1375156276717.0,1650769715037.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,1.216.706.989.835,1.327.348.156.422,220.0,,1216706989835.0,1327348156422.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,1.214.176.686.803,1.327.343.133.888,221.0,12.0,1214176686803.0,1327343133888.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.982.150.246.496,1.981.882.040.898,222.0,,1982150246496.0,1981882040898.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(767.973.559.693),(654.538.907.010),223.0,,-767973559693.0,-654538907010.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,,2.530.303.032,5.022.534,227.0,,2530303032.0,5022534.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,3.675.351.523,1.117.550.300,228.0,,3675351523.0,1117550300.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(1.145.048.491),(1.112.527.766),229.0,,-1145048491.0,-1112527766.0
III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,250,13,1.709.870.269.334,1.638.668.740.653,250.0,13.0,1709870269334.0,1638668740653.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,1.728.674.570.000,1.720.818.590.000,251.0,,1728674570000.0,1720818590000.0
"2. Đầu tư vào công ty liên doanh,liên kết","2. Đầu tư vào công ty liên doanh,liên kết","2. Đầu tư vào công ty liên doanh,liên kết",252,,149.037.720.000,98.025.000.000,252.0,,149037720000.0,98025000000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,45.937.767.300,45.937.767.300,253.0,,45937767300.0,45937767300.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(213.779.787.966),(226.112.616.647),254.0,,-213779787966.0,-226112616647.0
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,11.837.405.164,3.864.451.366,260.0,,11837405164.0,3864451366.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,,182.120.545,248.494.182,261.0,,182120545.0,248494182.0
2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,262,14,11.655.284.619,3.615.957.184,262.0,14.0,11655284619.0,3615957184.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,6.505.240.132.554,7.073.131.714.452,270.0,,6505240132554.0,7073131714452.0
