row_label_raw,row_label_full,Ông Phạm Việt Anh,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Trần Tuân Nam,Ông Trần Tuân Nam,Ông Trần Tuân Nam,Phó Tổng Giám đốc (miễn nhiệm ngày 12 tháng 01 năm 2016),
Ông Đào Mạnh Tiến,Ông Đào Mạnh Tiến,Ông Đào Mạnh Tiến,Phó Tổng Giám đốc,
Ông Mai Thế Toàn,Ông Mai Thế Toàn,Ông Mai Thế Toàn,Phó Tổng Giám đốc,
Ông Đặng Khắc Đô,Ông Đặng Khắc Đô,Ông Đặng Khắc Đô,Phó Tổng Giám đốc,
Ông Nguyễn Đình Thanh,Ông Nguyễn Đình Thanh,Ông Nguyễn Đình Thanh,Phó Tổng Giám đốc,
