row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,VND Du' phòng,Giá gốc,VND Du' phòng,,,,
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",,,,
- Công ty Cổ phần Dịch vụ,"Đầu tư vào công ty liên doanh, liên kết > - Công ty Cổ phần Dịch vụ",- Công ty Cổ phần Dịch vụ,97.000.000.000,-,97.000.000.000,-,97000000000.0,,97000000000.0,
Khal thác Dầu khí PTSC,Khal thác Dầu khí PTSC,Khal thác Dầu khí PTSC,Khal thác Dầu khí PTSC,Khal thác Dầu khí PTSC,Khal thác Dầu khí PTSC,Khal thác Dầu khí PTSC,,,,
- Công ty TNHH PVTrans Emas,Khal thác Dầu khí PTSC > - Công ty TNHH PVTrans Emas,- Công ty TNHH PVTrans Emas,-,-,1.025.000.000,-,,,1025000000.0,
- Công ty Cổ phần Dịch vụ -,Khal thác Dầu khí PTSC > - Công ty Cổ phần Dịch vụ -,- Công ty Cổ phần Dịch vụ -,52.037.720.000,-,-,-,52037720000.0,,,
Vận tải Dầu khí Cửu long,Khal thác Dầu khí PTSC > Vận tải Dầu khí Cửu long,Vận tải Dầu khí Cửu long,149.037.720.000,-,98.025.000.000,-,149037720000.0,,98025000000.0,
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,,,,
- PV KEEZ Pte. Ltd.,Đầu tư vào đơn vị khác > - PV KEEZ Pte. Ltd.,- PV KEEZ Pte. Ltd.,45.937.767.300,-,45.937.767.300,-,45937767300.0,,45937767300.0,
,,,45.937.767.300,-,45.937.767.300,-,45937767300.0,,45937767300.0,
