row_label_raw,row_label_full,Công ty Cổ phần Vận tải Dầu khí Đồng Dương,"Phòng 1902, tăng 19, Tòa nhà số 27, phố Huỳnh Thúc Kháng, Quận Đồng Đa, Hà Nội","48,67%","48,67%_1","Kinh doanh vận tải bằng ô tô dưới các hình thức vận chuyển hành khách theo hợp đồng, vận chuyển hành khách theo tuyến cố định, vận tải hàng hóa, xăng dầu, gas; kinh doanh xăng dầu, khí hóa lỏng; kinh doanh gas: chế tạo, sửa chữa bình gas, chuyển đổi phương tiện vận tải sang sử dụng nhiên liệu khí hóa lỏng; sửa xe, bảo dưỡng xe, lắp đặt phụ tùng, phương tiện vận tải.","numeric__Phòng 1902, tăng 19, Tòa nhà số 27, phố Huỳnh Thúc Kháng, Quận Đồng Đa, Hà Nội","numeric__48,67%","numeric__48,67%_1","numeric__Kinh doanh vận tải bằng ô tô dưới các hình thức vận chuyển hành khách theo hợp đồng, vận chuyển hành khách theo tuyến cố định, vận tải hàng hóa, xăng dầu, gas; kinh doanh xăng dầu, khí hóa lỏng; kinh doanh gas: chế tạo, sửa chữa bình gas, chuyển đổi phương tiện vận tải sang sử dụng nhiên liệu khí hóa lỏng; sửa xe, bảo dưỡng xe, lắp đặt phụ tùng, phương tiện vận tải."
Công ty Cổ phần Vận tải Dầu Phương Đông Việt,Công ty Cổ phần Vận tải Dầu Phương Đông Việt,Công ty Cổ phần Vận tải Dầu Phương Đông Việt,"P806, lầu 08 Citilight Tower, số 45 Võ Thị Sáu, Phường Đakao, Quận 1, Thành phố Hồ Chí Minh","67,99%","62,34%","Kinh doanh vận tải biển, kinh doanh vận tải hàng hóa bằng ô tô, kinh doanh vận tải hàng hóa đường thủy nội địa, dịch vụ môi giới hàng hải, dịch vụ cung ứng tàu biển, đại lý hàng hải, dịch vụ sửa chữa tàu biển (không hoạt động tại trụ sở), cho thuê phương tiện vận tải tàu biển, xe ô tô, xe cơ giới và khai thác đá, cát, sỏi, đất sét, dạy nghề, chuẩn bị mặt bằng.",,0.6799,0.6234000000000001,
Công ty Cổ phần Vận tải Dầu khí Quảng Ngãi,Công ty Cổ phần Vận tải Dầu khí Quảng Ngãi,Công ty Cổ phần Vận tải Dầu khí Quảng Ngãi,"E1, Tôn Đức Thắng, Phường Trần Phú, Thành phố Quảng Ngãi Tỉnh Quảng Ngãi,","50,67%","50,67%","Kinh doanh vận tải hàng hóa bằng đường bộ; đại lý tàu biển, đại lý vận tải đường biển và các dịch vụ hỗ trợ khác liên quan đến vận tải; dịch vụ hỗ trợ trực tiếp cho vận tải đường thủy, đường bộ và đường hàng không; kinh doanh kho bãi, lưu giữ hàng hóa; vận tải hành khách bằng đường bộ (trừ vận tải bằng xe buyt); vận tải hàng hóa ven biển và viễn dưỡng; mua bán và cung ứng vật tư, trang thiết bị phục vụ ngành dấu khí, hàng hải; đại lý bán vé máy bay; dịch vụ kỹ thuật đầu khí; kinh doanh dịch vụ môi giới và cung ứng tàu biển.",,0.5067,0.5067,
Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,"Văn phòng 04-06-R2, Cao ốc The Everrich, số 968 Đường 3 tháng 2, Phường 15, Quận 11, Thành phố Hồ Chí Minh",51%,51%,"Cung cấp dịch vụ quản lý tàu; cung cấp nhiên liệu trong nước và nhập khẩu tạm thời đối với các tàu biển, tái xuất; vận chuyển khí hóa lòng LPG trong vùng biển nội địa và quốc tế; dịch vụ: đại lý tàu biển.",,0.51,0.51,
