row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
1. Lợi nhuận trước thuế,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,443.287.300.605,395.553.626.787,1.0,443287300605.0,395553626787.0
2. Điều chính cho các khoản:,2. Điều chính cho các khoản:,2. Điều chính cho các khoản:,2. Điều chính cho các khoản:,2. Điều chính cho các khoản:,2. Điều chính cho các khoản:,,,
- Khấu hao tài sản cố định,2. Điều chính cho các khoản: > - Khấu hao tài sản cố định,- Khấu hao tài sản cố định,02,114.314.738.208,113.787.110.206,2.0,114314738208.0,113787110206.0
- Các khoản dự phòng,2. Điều chính cho các khoản: > - Các khoản dự phòng,- Các khoản dự phòng,03,119.381.496.647,33.318.407.937,3.0,119381496647.0,33318407937.0
- Lãi/(lỗ) chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,2. Điều chính cho các khoản: > - Lãi/(lỗ) chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,- Lãi/(lỗ) chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,04,(76.288.309),2.503.799.427,4.0,-76288309.0,2503799427.0
- Lãi từ hoạt động đầu tư,2. Điều chính cho các khoản: > - Lãi từ hoạt động đầu tư,- Lãi từ hoạt động đầu tư,05,(145.421.175.973),(107.513.584.787),5.0,-145421175973.0,-107513584787.0
- Chỉ phí lãi vay,2. Điều chính cho các khoản: > - Chỉ phí lãi vay,- Chỉ phí lãi vay,06,7.709.966.832,4.905.552.942,6.0,7709966832.0,4905552942.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chính cho các khoản: > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,539.196.038.010,442.554.912.512,8.0,539196038010.0,442554912512.0
- Giảm các khoản phải thu,2. Điều chính cho các khoản: > - Giảm các khoản phải thu,- Giảm các khoản phải thu,09,463.405.574.003,150.829.859.580,9.0,463405574003.0,150829859580.0
- Tăng hàng tồn kho,2. Điều chính cho các khoản: > - Tăng hàng tồn kho,- Tăng hàng tồn kho,10,(2.364.777.114),(10.736.121.203),10.0,-2364777114.0,-10736121203.0
- (Giảm)/Tăng các khoản phải trả,2. Điều chính cho các khoản: > - (Giảm)/Tăng các khoản phải trả,- (Giảm)/Tăng các khoản phải trả,11,(99.223.109.453),178.522.579.978,11.0,-99223109453.0,178522579978.0
- Giảm/(Tăng) chỉ phí trả trước,2. Điều chính cho các khoản: > - Giảm/(Tăng) chỉ phí trả trước,- Giảm/(Tăng) chỉ phí trả trước,12,238.164.428,(1.154.835.831),12.0,238164428.0,-1154835831.0
- Tiền lãi vay đã trả,2. Điều chính cho các khoản: > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,(1.354.840.992),(5.235.706.486),14.0,-1354840992.0,-5235706486.0
- Thuế thu nhập doanh nghiệp đã nộp,2. Điều chính cho các khoản: > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,(78.788.750.560),(70.111.396.167),15.0,-78788750560.0,-70111396167.0
- Tiền chi khác cho hoạt động kinh doanh,2. Điều chính cho các khoản: > - Tiền chi khác cho hoạt động kinh doanh,- Tiền chi khác cho hoạt động kinh doanh,17,(62.656.656.051),(44.213.304.937),17.0,-62656656051.0,-44213304937.0
Lưu chuyển tiên thuần từ hoạt động kinh doanh,2. Điều chính cho các khoản: > Lưu chuyển tiên thuần từ hoạt động kinh doanh,Lưu chuyển tiên thuần từ hoạt động kinh doanh,20,758.451.642.271,640.455.987.446,20.0,758451642271.0,640455987446.0
II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
