row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,29.325.965.248.034,27.297.582.189.790,,300.0,,29325965248034.0,27297582189790.0
I.,I.,I.,Nợ ngắn hạn,310,,28.442.061.214.665,26.015.466.987.812,,310.0,,28442061214665.0,26015466987812.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,14.616.088.750.645,14.835.754.454.021,,311.0,14.0,14616088750645.0,14835754454021.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,15,246.761.832.957,37.919.613.984,,312.0,15.0,246761832957.0,37919613984.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,16,1.613.751.641.098,1.396.349.250.098,,313.0,16.0,1613751641098.0,1396349250098.0
4.,4.,4.,Phải trả người lao động,314,,231.737.932.390,225.004.801.795,,314.0,,231737932390.0,225004801795.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,17,592.093.387.612,429.137.692.810,,315.0,17.0,592093387612.0,429137692810.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,964.004.965,144.071.146,,318.0,,964004965.0,144071146.0
7.,7.,7.,Phải trả ngắn hạn khác,319,18,56.503.530.792,32.684.869.220,,319.0,18.0,56503530792.0,32684869220.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,19,10.970.334.445.963,8.954.405.974.915,,320.0,19.0,10970334445963.0,8954405974915.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,113.825.688.243,104.066.259.823,,322.0,,113825688243.0,104066259823.0
II.,II.,II.,Nợ dài hạn,330,,883.904.033.369,1.282.115.201.978,,330.0,,883904033369.0,1282115201978.0
1.,1.,1.,Phải trả dài hạn khác,337,,66.000.000,100.000.000,,337.0,,66000000.0,100000000.0
2.,2.,2.,Thuế thu nhập hoãn lại phải trả,341,,10.288.601.446,10.288.601.446,,341.0,,10288601446.0,10288601446.0
3.,3.,3.,Quỹ phát triển khoa học và công nghệ,343,20,873.549.431.923,1.271.726.600.532,,343.0,20.0,873549431923.0,1271726600532.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,57.268.695.746.376,51.190.346.872.060,,400.0,,57268695746376.0,51190346872060.0
I.,I.,I.,Vốn chủ sở hữu,410,21,57.268.695.746.376,51.190.346.872.060,,410.0,21.0,57268695746376.0,51190346872060.0
I.,I.,I.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,31.004.996.160.000,31.004.996.160.000,,,,31004996160000.0,31004996160000.0
1.,1.,1.,Quỹ đầu tư phát triển,418,,10.047.967.778.589,5.598.760.740.080,,418.0,,10047967778589.0,5598760740080.0
2.,2.,2.,Quỹ khác thuộc vốn chủ sở hữu,420,,106.709.914,106.709.914,,420.0,,106709914.0,106709914.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,16.340.184.316.581,14.651.541.651.825,,421.0,,16340184316581.0,14651541651825.0
3.,3.,3.,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,421a,,7.691.912.833.228,(73.126.542.757),,,,7691912833228.0,-73126542757.0
3.,3.,3.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,8.648.271.483.353,14.724.668.194.582,,,,8648271483353.0,14724668194582.0
4.,4.,4.,Lợi ích của cổ đông không kiểm soát,429,,(124.559.218.708),(65.058.389.759),,429.0,,-124559218708.0,-65058389759.0
4.,4.,4.,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,86.594.660.994.410,78.487.929.061.850,,440.0,,86594660994410.0,78487929061850.0
