row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Vay bằng USD,Vay bằng USD,Vay bằng USD,1.127.169.762.715,2.004.128.974.915,1127169762715.0,2004128974915.0
Vay bằng VND,Vay bằng VND,Vay bằng VND,-,68.277.000.000,,68277000000.0
,,,1.127.169.762.715,2.072.405.974.915,1127169762715.0,2072405974915.0
,,,Số cuối năm,Số đầu năm,,
,,,VND,VND,,
Vay có đảm bảo bằng tài sản (Thuyết minh số 11),Vay có đảm bảo bằng tài sản (Thuyết minh số 11),Vay có đảm bảo bằng tài sản (Thuyết minh số 11),1.127.169.762.715,1.097.707.214.915,1127169762715.0,1097707214915.0
Vay tín chấp,Vay tín chấp,Vay tín chấp,-,974.698.760.000,,974698760000.0
,,,1.127.169.762.715,2.072.405.974.915,1127169762715.0,2072405974915.0
,,,Số cuối năm,Số đầu năm,,
,,,VND,VND,,
Vay theo lãi suất thả nổi,Vay theo lãi suất thả nổi,Vay theo lãi suất thả nổi,1.127.169.762.715,1.097.707.214.915,1127169762715.0,1097707214915.0
Vay theo lãi suất cố định,Vay theo lãi suất cố định,Vay theo lãi suất cố định,-,974.698.760.000,,974698760000.0
,,,1.127.169.762.715,2.072.405.974.915,1127169762715.0,2072405974915.0
