row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,,
Doanh thu Diesel DO,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Diesel DO,Doanh thu Diesel DO,57.735.683.572.524,66.717.251.601.041,57735683572524.0,66717251601041.0
Doanh thu Xăng Mogas 95,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Xăng Mogas 95,Doanh thu Xăng Mogas 95,42.238.606.440.458,47.523.202.071.794,42238606440458.0,47523202071794.0
Doanh thu Xăng Mogas 92,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Xăng Mogas 92,Doanh thu Xăng Mogas 92,19.899.692.819.647,24.088.284.208.856,19899692819647.0,24088284208856.0
Doanh thu Jet A1,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Jet A1,Doanh thu Jet A1,10.572.138.762.814,10.854.804.732.706,10572138762814.0,10854804732706.0
Doanh thu LPG,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu LPG,Doanh thu LPG,7.450.804.640.137,9.292.539.523.199,7450804640137.0,9292539523199.0
Doanh thu Polypropylene,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Polypropylene,Doanh thu Polypropylene,4.039.833.267.602,4.360.464.540.763,4039833267602.0,4360464540763.0
Doanh thu Dầu nhiên liệu FO,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Dầu nhiên liệu FO,Doanh thu Dầu nhiên liệu FO,1.893.059.210.866,2.419.150.646.293,1893059210866.0,2419150646293.0
Doanh thu Diesel DO L-62,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Diesel DO L-62,Doanh thu Diesel DO L-62,907.295.061.260,268.932.939.600,907295061260.0,268932939600.0
Doanh thu Jet A-1K,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Jet A-1K,Doanh thu Jet A-1K,904.665.488.438,348.599.031.343,904665488438.0,348599031343.0
Doanh thu Xăng sinh học E5,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Xăng sinh học E5,Doanh thu Xăng sinh học E5,557.255.498.561,670.356.909.418,557255498561.0,670356909418.0
Doanh thu Dầu hòa (KO),Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Dầu hòa (KO),Doanh thu Dầu hòa (KO),476.777.416.988,168.854.272.226,476777416988.0,168854272226.0
Doanh thu Xăng Mogas 83,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Xăng Mogas 83,Doanh thu Xăng Mogas 83,265.468.420.173,218.559.681.175,265468420173.0,218559681175.0
Doanh thu RFCC Naphtha,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu RFCC Naphtha,Doanh thu RFCC Naphtha,257.044.184.144,-,257044184144.0,
Doanh thu dịch vụ cảng biến,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu dịch vụ cảng biến,Doanh thu dịch vụ cảng biến,144.611.011.133,135.457.079.915,144611011133.0,135457079915.0
Doanh thu khác,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu khác,Doanh thu khác,80.430.148.831,59.999.569.324,80430148831.0,59999569324.0
,,,147.423.365.943.576,167.126.456.807.653,147423365943576.0,167126456807653.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Chiết khấu thương mại,Các khoản giảm trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,-,2.744.021.629,,2744021629.0
,,,-,2.744.021.629,,2744021629.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu > Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,147.423.365.943.576,167.123.712.786.024,147423365943576.0,167123712786024.0
Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 35),Các khoản giảm trừ doanh thu > Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 35),Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 35),33.766.632.623.221,35.646.059.613.691,33766632623221.0,35646059613691.0
