row_label_raw,row_label_full,col_0,31/12/2015triệu VND,31/12/2014triệu VND,numeric__31/12/2015triệu VND,numeric__31/12/2014triệu VND
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,52.170,163.589,52170.0,163589.0
Phải thu cán bộ công nhân viên,Phải thu cán bộ công nhân viên,Phải thu cán bộ công nhân viên,21.430,16.920,21430.0,16920.0
Phải thu nội bộ khác,Phải thu nội bộ khác,Phải thu nội bộ khác,30.740,146.669,30740.0,146669.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,1.518.803,1.132.507,1518803.0,1132507.0
Tài sản ký quỹ,Tài sản ký quỹ,Tài sản ký quỹ,8.827,8.546,8827.0,8546.0
Tạm ứng nộp thuế TNDN (Thuyết minh số 22),Tạm ứng nộp thuế TNDN (Thuyết minh số 22),Tạm ứng nộp thuế TNDN (Thuyết minh số 22),-,130,,130.0
Phải thu ngân sách,Phải thu ngân sách,Phải thu ngân sách,46.490,23.739,46490.0,23739.0
Chi phí chờ phân bổ,Chi phí chờ phân bổ,Chi phí chờ phân bổ,267.743,299.141,267743.0,299141.0
Phải thu khác,Phải thu khác,Phải thu khác,560.027,520.951,560027.0,520951.0
Các khoản bán nợ VAMC chưa nhận được trái phiếu,Các khoản bán nợ VAMC chưa nhận được trái phiếu,Các khoản bán nợ VAMC chưa nhận được trái phiếu,590.716,-,590716.0,
Đặt cọc môi giới chứng khoán,Đặt cọc môi giới chứng khoán,Đặt cọc môi giới chứng khoán,45.000,280.000,45000.0,280000.0
,,,1.570.973,1.296.096,1570973.0,1296096.0
Dự phòng rủi ro cho các khoản phải thu,Dự phòng rủi ro cho các khoản phải thu,Dự phòng rủi ro cho các khoản phải thu,(13.046),(12.771),-13046.0,-12771.0
,,,1.557.927,1.283.325,1557927.0,1283325.0
