row_label_raw,row_label_full,col_0,Tăng/ giảm điểm cơ bản,Ảnh hưởng đến,Ảnh hưởng đến_1,numeric__Tăng/ giảm điểm cơ bản,numeric__Ảnh hưởng đến,numeric__Ảnh hưởng đến_1
,,,Tăng/ giảm điểm cơ bản,Lợi nhuận trước thuế triệu VND,Vốn chủ sở hữu triệu VND,,,
VND quy đổi,VND quy đổi,VND quy đổi,10,(4.928),(3.844),10.0,-4928.0,-3844.0
VND quy đổi,VND quy đổi,VND quy đổi,(10),4.928,3.844,-10.0,4928.0,3844.0
