row_label_raw,row_label_full,col_0,2015triệu VND,2014triệu VND,numeric__2015triệu VND,numeric__2014triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",28.108,25.004,28108.0,25004.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.152.735,827.608,1152735.0,827608.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,1.036.670,719.862,1036670.0,719862.0
"Chi ăn ca, y tế","Chi ăn ca, y tế","Chi ăn ca, y tế",39.756,41.246,39756.0,41246.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,66.343,48.382,66343.0,48382.0
Chi phí nhân viên khác,Chi phí nhân viên khác,Chi phí nhân viên khác,9.966,18.118,9966.0,18118.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,378.303,339.490,378303.0,339490.0
Trong đó:- Khấu hao tài sản cố định,Trong đó:- Khấu hao tài sản cố định,Trong đó:- Khấu hao tài sản cố định,117.897,115.334,117897.0,115334.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,356.821,309.192,356821.0,309192.0
Trong đó:- Công tác phí,Trong đó:- Công tác phí,Trong đó:- Công tác phí,16.348,17.835,16348.0,17835.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,828,380,828.0,380.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của KH","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của KH","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của KH",101.789,70.974,101789.0,70974.0
Chi phí dự phòng giảm giá đầu tư dài hạn khác,Chi phí dự phòng giảm giá đầu tư dài hạn khác,Chi phí dự phòng giảm giá đầu tư dài hạn khác,157,(19.422),157.0,-19422.0
Chi dự phòng rủi ro khác,Chi dự phòng rủi ro khác,Chi dự phòng rủi ro khác,281,11.591,281.0,11591.0
,,,2.018.194,1.564.437,2018194.0,1564437.0
