row_label_raw,row_label_full,STT,Tên công ty,Giấy phép đăng ký kinh doanh,Lĩnh vực hoạt động,Tỷ lệ % sở hữu của NH,numeric__Tên công ty,numeric__Giấy phép đăng ký kinh doanh,numeric__Lĩnh vực hoạt động,numeric__Tỷ lệ % sở hữu của NH
1,1,1,Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản NH TMCP Sài Gòn – Hà Nội (SHB AMC),0104006217 ngày 10 tháng 12 năm 2009 của Sở Kế hoạch & Đầu tư Hà Nội,Tài chính/ Ngân hàng,100%,,,,1.0
2,2,2,Công ty Cổ phần Chứng khoán SHB (SHBS),112/GPĐC-UBCK ngày 12 tháng 9 năm 2012 của Ủy ban Chứng khoán Nhà nước,Chứng khoán,"98,47%",,,,0.9847
