row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2015 triệu VND,31/12/2014 triệu VND,numeric__Thuyết minh,numeric__31/12/2015 triệu VND,numeric__31/12/2014 triệu VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng","TÀI SẢN > Tiền mặt, vàng","Tiền mặt, vàng",6,1.917.786,801.333,6.0,1917786.0,801333.0
Tiền gửi tại Ngân hàng Nhà nước (“NHNN”),TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước (“NHNN”),Tiền gửi tại Ngân hàng Nhà nước (“NHNN”),7,4.362.518,3.346.049,7.0,4362518.0,3346049.0
Tiền gửi tại và cho vay các TCTD khác,TÀI SẢN > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,8,29.723.560,29.353.238,8.0,29723560.0,29353238.0
Tiền gửi tại TCTD khác,TÀI SẢN > Tiền gửi tại TCTD khác,Tiền gửi tại TCTD khác,,25.865.697,24.358.423,,25865697.0,24358423.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,,3.863.000,4.999.952,,3863000.0,4999952.0
Dự phòng rủi ro cho vay các TCTD khác,TÀI SẢN > Dự phòng rủi ro cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác,,(5.137),(5.137),,-5137.0,-5137.0
Các công cụ TC phải sinh và các tài sản TC khác,TÀI SẢN > Các công cụ TC phải sinh và các tài sản TC khác,Các công cụ TC phải sinh và các tài sản TC khác,9,-,18.611,9.0,,18611.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,130.023.572,103.145.412,,130023572.0,103145412.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,131.444.958,104.192.660,10.0,131444958.0,104192660.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(1.421.386),(1.047.248),11.0,-1421386.0,-1047248.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,12,17.316.651,13.471.098,12.0,17316651.0,13471098.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,7.479.883,5.794.806,,7479883.0,5794806.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,,10.399.493,8.043.327,,10399493.0,8043327.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,,(562.725),(367.035),,-562725.0,-367035.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,456.725,475.187,13.0,456725.0,475187.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,,167.710,167.710,,167710.0,167710.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,298.397,326.591,,298397.0,326591.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(9.382),(19.114),,-9382.0,-19114.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,14,4.054.981,4.101.982,14.0,4054981.0,4101982.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14.1,360.309,381.597,141.0,360309.0,381597.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,797.270,762.269,,797270.0,762269.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(436.961),(380.672),,-436961.0,-380672.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,14.2,3.694.672,3.720.385,142.0,3694672.0,3720385.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,3.838.226,3.834.031,,3838226.0,3834031.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(143.554),(113.646),,-143554.0,-113646.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,15,16.711.447,14.149.824,15.0,16711447.0,14149824.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,,1.748.617,1.441.265,,1748617.0,1441265.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,8.894.843,6.941.089,,8894843.0,6941089.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,6.081.033,5.780.241,,6081033.0,5780241.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,,(13.046),(12.771),,-13046.0,-12771.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,204.567.240,168.862.734,,204567240.0,168862734.0
