row_label_raw,row_label_full,col_0,31/12/2015triệu VND,31/12/2014triệu VND,numeric__31/12/2015triệu VND,numeric__31/12/2014triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,20.317.934,12.419.905,20317934.0,12419905.0
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,17.291.941,10.740.500,17291941.0,10740500.0
Tiền gửi tiết kiệm không kỳ hạn bằng VND,Tiền gửi tiết kiệm không kỳ hạn bằng VND,Tiền gửi tiết kiệm không kỳ hạn bằng VND,6.093,11.872,6093.0,11872.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,3.016.949,1.666.349,3016949.0,1666349.0
Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,2.951,1.184,2951.0,1184.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,127.857.079,109.788.874,127857079.0,109788874.0
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,37.390.621,40.707.698,37390621.0,40707698.0
Tiền gửi tiết kiệm có kỳ hạn bằng VND,Tiền gửi tiết kiệm có kỳ hạn bằng VND,Tiền gửi tiết kiệm có kỳ hạn bằng VND,76.042.769,58.960.424,76042769.0,58960424.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,1.288.575,1.746.736,1288575.0,1746736.0
Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,13.135.114,8.374.016,13135114.0,8374016.0
Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,2.057,53,2057.0,53.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,663.688,1.054.713,663688.0,1054713.0
Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,385.712,818.878,385712.0,818878.0
Tiền gửi ký quỹ bằng ngoại tệ,Tiền gửi ký quỹ bằng ngoại tệ,Tiền gửi ký quỹ bằng ngoại tệ,277.976,235.835,277976.0,235835.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,17.324,12.769,17324.0,12769.0
Chuyển tiền phải trả bằng ngoại tệ,Chuyển tiền phải trả bằng ngoại tệ,Chuyển tiền phải trả bằng ngoại tệ,17.324,12.769,17324.0,12769.0
,,,148.858.082,123.276.314,148858082.0,123276314.0
