row_label_raw,row_label_full,EUR được quy đổi,USD được quy đổi,Các ngoại tệ khác được quy đổi,Đơn vị: triệu VND Tổng,numeric__USD được quy đổi,numeric__Các ngoại tệ khác được quy đổi,numeric__Đơn vị: triệu VND Tổng
31.112,31.112,31.112,268.258,29.621,328.991,268258.0,29621.0,328991.0
-,-,-,2.280.098,873.175,3.153.273,2280098.0,873175.0,3153273.0
491.924,491.924,491.924,4.825.705,308.987,5.626.616,4825705.0,308987.0,5626616.0
-,-,-,3.333.287,-,3.333.287,3333287.0,,3333287.0
15.045,15.045,15.045,10.153.256,132.562,10.300.863,10153256.0,132562.0,10300863.0
-,-,-,20.178,3.888,24.066,20178.0,3888.0,24066.0
-,-,-,1.578.094,29.178,1.607.272,1578094.0,29178.0,1607272.0
538.081,538.081,538.081,22.458.876,1.377.411,24.374.368,22458876.0,1377411.0,24374368.0
-,-,-,4.659.400,-,4.659.400,4659400.0,,4659400.0
535.254,535.254,535.254,16.956.641,239.939,17.731.834,16956641.0,239939.0,17731834.0
576,576,576,-,29.305,29.881,,29305.0,29881.0
3.234,3.234,3.234,63.962,820.898,888.094,63962.0,820898.0,888094.0
-,-,-,102.787,19.475,122.262,102787.0,19475.0,122262.0
539.064,539.064,539.064,21.782.790,1.109.617,23.431.471,21782790.0,1109617.0,23431471.0
(983),(983),(983),676.086,267.794,942.897,676086.0,267794.0,942897.0
713,713,713,(679.521),248,(678.560),-679521.0,248.0,-678560.0
(270),(270),(270),(3.435),268.042,264.337,-3435.0,268042.0,264337.0
