row_label_raw,row_label_full,col_0,31/12/2015triệu VND,31/12/2014triệu VND,numeric__31/12/2015triệu VND,numeric__31/12/2014triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,7.479.883,5.794.806,7479883.0,5794806.0
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,7.431.770,5.746.693,7431770.0,5746693.0
Chứng khoán nợ Chính phủ,Chứng khoán nợ Chính phủ,Chứng khoán nợ Chính phủ,3.972.390,2.135.034,3972390.0,2135034.0
Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,131.064,54.909,131064.0,54909.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,3.328.316,3.556.750,3328316.0,3556750.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,48.113,48.113,48113.0,48113.0
Chứng khoán vốn do các TCTD khác trong nước phát hành,Chứng khoán vốn do các TCTD khác trong nước phát hành,Chứng khoán vốn do các TCTD khác trong nước phát hành,11.689,11.689,11689.0,11689.0
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,36.424,36.424,36424.0,36424.0
Dự phòng giảm giá chứng khoán sẵn sàng để bán,Dự phòng giảm giá chứng khoán sẵn sàng để bán,Dự phòng giảm giá chứng khoán sẵn sàng để bán,(37.629),(6.921),-37629.0,-6921.0
Dự phòng chung chứng khoán đầu tư sẵn sàng để bán,Dự phòng chung chứng khoán đầu tư sẵn sàng để bán,Dự phòng chung chứng khoán đầu tư sẵn sàng để bán,(59.713),(26.685),-59713.0,-26685.0
,,,7.382.541,5.761.200,7382541.0,5761200.0
