row_label_raw,row_label_full,col_0,31/12/2015triệu VND,%,31/12/2014triệu VND,%_1,numeric__31/12/2015triệu VND,numeric__%,numeric__31/12/2014triệu VND,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,5.855.667,"4,45",3.804.855,"3,65",5855667.0,4.45,3804855.0,3.65
Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,10.171.688,"7,74",6.312.735,"6,06",10171688.0,7.74,6312735.0,6.06
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,26.674.978,"20,29",21.199.263,"20,35",26674978.0,20.29,21199263.0,20.35
Công ty cổ phần vốn Nhà nước,Công ty cổ phần vốn Nhà nước,Công ty cổ phần vốn Nhà nước,10.991.218,"8,36",6.653.681,"6,39",10991218.0,8.36,6653681.0,6.39
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,51.319.976,"39,04",46.907.729,"45,01",51319976.0,39.04,46907729.0,45.01
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,3.122,"0,00",5.113,"0,00",3122.0,0.0,5113.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,1.263.687,"0,96",1.374.026,"1,32",1263687.0,0.96,1374026.0,1.32
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,78.411,"0,06",52.077,"0,05",78411.0,0.06,52077.0,0.05
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,42.875,"0,03",61.581,"0,06",42875.0,0.03,61581.0,0.06
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",23.033.058,"17,52",16.732.409,"16,06",23033058.0,17.52,16732409.0,16.06
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,2.010.278,"1,53",1.089.191,"1,05",2010278.0,1.53,1089191.0,1.05
,,,131.444.958,100,104.192.660,100,131444958.0,100.0,104192660.0,100.0
