row_label_raw,row_label_full,col_0,Tăng/ giảmtỷ giả (%),Ảnh hưởng đến,Ảnh hưởng đến_1,numeric__Tăng/ giảmtỷ giả (%),numeric__Ảnh hưởng đến,numeric__Ảnh hưởng đến_1
,,,Tăng/ giảmtỷ giả (%),Lợi nhuận trước thuế triệu VND,Vốn chủ sở hữu triệu VND,,,
USD,USD,USD,5,(172),(134),5.0,-172.0,-134.0
EUR,EUR,EUR,5,(14),(11),5.0,-14.0,-11.0
Các ngoại tệ khác,Các ngoại tệ khác,Các ngoại tệ khác,5,13.402,10.454,5.0,13402.0,10454.0
USD,USD,USD,(5),172,134,-5.0,172.0,134.0
EUR,EUR,EUR,(5),14,11,-5.0,14.0,11.0
Các ngoại tệ khác,Các ngoại tệ khác,Các ngoại tệ khác,(5),(13.402),(10.454),-5.0,-13402.0,-10454.0
