row_label_raw,row_label_full,col_0,Dự phòng cụ thể triệu VND,Dự phòng chung triệu VND,Tổng cộng triệu VND,numeric__Dự phòng cụ thể triệu VND,numeric__Dự phòng chung triệu VND,numeric__Tổng cộng triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,710.397,446.512,1.156.909,710397.0,446512.0,1156909.0
Dự phòng rủi ro trích lập/(hoàn nhập) trong năm,Dự phòng rủi ro trích lập/(hoàn nhập) trong năm,Dự phòng rủi ro trích lập/(hoàn nhập) trong năm,(127.613),452.640,325.027,-127613.0,452640.0,325027.0
Số dư phòng đã sử dụng để xử lý rủi ro trong năm,Số dư phòng đã sử dụng để xử lý rủi ro trong năm,Số dư phòng đã sử dụng để xử lý rủi ro trong năm,(480.973),-,(480.973),-480973.0,,-480973.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,101.811,899.152,1.000.963,101811.0,899152.0,1000963.0
