row_label_raw,row_label_full,col_0,Dự phòng cụ thể triệu VND,Dự phòng chung triệu VND,Tổng cộng triệu VND,numeric__Dự phòng cụ thể triệu VND,numeric__Dự phòng chung triệu VND,numeric__Tổng cộng triệu VND
Số dự đầu năm,Số dự đầu năm,Số dự đầu năm,101.811,899.152,1.000.963,101811.0,899152.0,1000963.0
Dự phòng rủi ro trích lập/(hoàn nhập) trong năm,Dự phòng rủi ro trích lập/(hoàn nhập) trong năm,Dự phòng rủi ro trích lập/(hoàn nhập) trong năm,664.287,(1.955),662.332,664287.0,-1955.0,662332.0
Số dự phòng đã sử dụng để xử lý rủi ro trong năm,Số dự phòng đã sử dụng để xử lý rủi ro trong năm,Số dự phòng đã sử dụng để xử lý rủi ro trong năm,(67.759),-,(67.759),-67759.0,,-67759.0
Số dự phòng rủi ro tại thời điểm 30/11/2015,Số dự phòng rủi ro tại thời điểm 30/11/2015,Số dự phòng rủi ro tại thời điểm 30/11/2015,698.339,897.197,1.595.536,698339.0,897197.0,1595536.0
Số dự phòng đã sử dụng để XLRR trong tháng 12,Số dự phòng đã sử dụng để XLRR trong tháng 12,Số dự phòng đã sử dụng để XLRR trong tháng 12,(228.387),-,(228.387),-228387.0,,-228387.0
Số dự cuối năm,Số dự cuối năm,Số dự cuối năm,469.952,897.197,1.367.149,469952.0,897197.0,1367149.0
