row_label_raw,row_label_full,Bên cho vay,Bên cho vay_1,Loại tiền,Hạn mức,Lãi suất,Lãi suất_1,Tài sản đảm bảo,numeric__Bên cho vay_1,numeric__Loại tiền,numeric__Hạn mức,numeric__Lãi suất,numeric__Lãi suất_1,numeric__Tài sản đảm bảo
Bên cho vay,Bên cho vay,Bên cho vay,Bên cho vay,Loại tiền,Hạn mức,30/9/2022,1/10/2021,Tài sản đảm bảo,,,,,,
ix.,Bên cho vay > ix.,ix.,Ngân hàng TNHH CTBC -Chi nhánh TP. Hồ Chí Minh,VNDUSD,15 triệu USD,-,"3,60%",Không có tài sản đảm bảo,,,,,0.036000000000000004,
ix.,Bên cho vay > ix.,ix.,Ngân hàng TNHH CTBC -Chi nhánh TP. Hồ Chí Minh,VNDUSD,15 triệu USD,-,"1,45%",Không có tài sản đảm bảo,,,,,0.014499999999999999,
