row_label_raw,row_label_full,col_0,30/9/2022,30/9/2022_1,30/9/2022_2,1/10/2021,1/10/2021_1,1/10/2021_2,numeric__30/9/2022,numeric__30/9/2022_1,numeric__30/9/2022_2,numeric__1/10/2021,numeric__1/10/2021_1,numeric__1/10/2021_2
,,,% vốn sở hữu/quyền biểu quyết,Giá gốc VND,Dự phòng giảm giá VND,% vốn sở hữu/quyền biểu quyết,Giá gốc VND,Dự phòng giảm giá VND,,,,,,
Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,,,,,,
▪ Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,Đầu tư vào các công ty con > ▪ Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,▪ Công ty TNHH Một Thành Viên Hoa Sen Nghệ An,100%,1.100.000.000.000,-,100%,1.100.000.000.000,-,1.0,1100000000000.0,,1.0,1100000000000.0,
▪ Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội - Bình Định,Đầu tư vào các công ty con > ▪ Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội - Bình Định,▪ Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội - Bình Định,100%,770.000.000.000,-,100%,770.000.000.000,-,1.0,770000000000.0,,1.0,770000000000.0,
▪ Công ty TNHH Một Thành Viên Tôn Hoa Sen,Đầu tư vào các công ty con > ▪ Công ty TNHH Một Thành Viên Tôn Hoa Sen,▪ Công ty TNHH Một Thành Viên Tôn Hoa Sen,100%,280.000.000.000,,100%,280.000.000.000,,1.0,280000000000.0,,1.0,280000000000.0,
▪ Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Đầu tư vào các công ty con > ▪ Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,▪ Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,100%,250.000.000.000,-,100%,250.000.000.000,-,1.0,250000000000.0,,1.0,250000000000.0,
▪ Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Đầu tư vào các công ty con > ▪ Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,▪ Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,100%,200.000.000.000,-,100%,200.000.000.000,-,1.0,200000000000.0,,1.0,200000000000.0,
▪ Công ty Cổ phần Nhựa Hoa Sen (trước đây là Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen),Đầu tư vào các công ty con > ▪ Công ty Cổ phần Nhựa Hoa Sen (trước đây là Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen),▪ Công ty Cổ phần Nhựa Hoa Sen (trước đây là Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen),"99,95%",299.850.000.000,-,100%,150.000.000.000,-,0.9995,299850000000.0,,1.0,150000000000.0,
▪ Công ty TNHH Một Thành Viên Hoa Sen Bình Định,Đầu tư vào các công ty con > ▪ Công ty TNHH Một Thành Viên Hoa Sen Bình Định,▪ Công ty TNHH Một Thành Viên Hoa Sen Bình Định,100%,105.000.000.000,-,100%,105.000.000.000,-,1.0,105000000000.0,,1.0,105000000000.0,
▪ Công ty Cổ phần Hoa Sen Yên Bái,Đầu tư vào các công ty con > ▪ Công ty Cổ phần Hoa Sen Yên Bái,▪ Công ty Cổ phần Hoa Sen Yên Bái,95%,323.000.000.000,-,95%,323.000.000.000,-,0.95,323000000000.0,,0.95,323000000000.0,
▪ Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,Đầu tư vào các công ty con > ▪ Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,▪ Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,100%,50.000.000.000,-,100%,50.000.000.000,-,1.0,50000000000.0,,1.0,50000000000.0,
,,,,3.377.850.000.000,-,,3.228.000.000.000,-,,3377850000000.0,,,3228000000000.0,
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,,,,,,
▪ Công ty Cổ phần Căng Quốc tế Hoa Sen (i),▪ Công ty Cổ phần Căng Quốc tế Hoa Sen (i),▪ Công ty Cổ phần Căng Quốc tế Hoa Sen (i),,-,-,,-,-,,,,,,
,,,,3.377.850.000.000,-,,3.228.000.000.000,-,,3377850000000.0,,,3228000000000.0,
