row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2022VND,30/9/2021VND,,
Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,,
Cho vay,Công ty Cổ phần Hoa Sen Yên Bái > Cho vay,Cho vay,2.700.000.000,68.000.000.000,2700000000.0,68000000000.0
Thu nhập từ tiền lãi,Công ty Cổ phần Hoa Sen Yên Bái > Thu nhập từ tiền lãi,Thu nhập từ tiền lãi,5.248.575.343,6.133.147.079,5248575343.0,6133147079.0
Góp vốn,Công ty Cổ phần Hoa Sen Yên Bái > Góp vốn,Góp vốn,-,209.000.000.000,,209000000000.0
Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,,
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,1.602.249.854.813,872.839.230.596,1602249854813.0,872839230596.0
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,1.084.379.090.742,223.014.878.397,1084379090742.0,223014878397.0
Thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Thuê tài sản,Thuê tài sản,5.400.926.396,600.000.000,5400926396.0,600000000.0
Hàng bán bị trả lại/giảm giá hàng bán,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Hàng bán bị trả lại/giảm giá hàng bán,Hàng bán bị trả lại/giảm giá hàng bán,1.494.701.100,-,1494701100.0,
Hàng mua được giảm giá,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Hàng mua được giảm giá,Hàng mua được giảm giá,-,72.625.730,,72625730.0
Cung cấp dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Cung cấp dịch vụ vận chuyển,Cung cấp dịch vụ vận chuyển,10.229.427,-,10229427.0,
Mua khác,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Mua khác,Mua khác,200.345.454,82.990.910,200345454.0,82990910.0
Bán khác,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Bán khác,Bán khác,2.051.444,-,2051444.0,
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,1.422.234,-,1422234.0,
Trà lại hàng mua,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Trà lại hàng mua,Trà lại hàng mua,494.720.491,-,494720491.0,
Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen Yên Bái,,
