row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2022VND,30/9/2021VND,,
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,,,
▪ Bán hàng hóa,Tổng doanh thu > ▪ Bán hàng hóa,▪ Bán hàng hóa,57.808.704.593.493,63.707.475.115.992,57808704593493.0,63707475115992.0
▪ Bán thành phẩm,Tổng doanh thu > ▪ Bán thành phẩm,▪ Bán thành phẩm,23.634.273.781.682,22.726.584.674.370,23634273781682.0,22726584674370.0
▪ Doanh thu khác,Tổng doanh thu > ▪ Doanh thu khác,▪ Doanh thu khác,7.249.838.102,7.448.106.811,7249838102.0,7448106811.0
,,,81.450.228.213.277,86.441.507.897.173,81450228213277.0,86441507897173.0
Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,,,,
▪ Chiết khấu thương mại,Trừ các khoản giảm trừ doanh thu > ▪ Chiết khấu thương mại,▪ Chiết khấu thương mại,235.503.862.029,153.562.023.411,235503862029.0,153562023411.0
▪ Hàng bán bị trả lại,Trừ các khoản giảm trừ doanh thu > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,22.285.866.464,19.989.289.800,22285866464.0,19989289800.0
▪ Giảm giá hàng bán,Trừ các khoản giảm trừ doanh thu > ▪ Giảm giá hàng bán,▪ Giảm giá hàng bán,2.957.269.685,948.149.530,2957269685.0,948149530.0
,,,260.746.998.178,174.499.462.741,260746998178.0,174499462741.0
Doanh thu thuần,Trừ các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,81.189.481.215.099,86.267.008.434.432,81189481215099.0,86267008434432.0
