row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2022VND,30/9/2021VND,,
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,800.829.008.111,572.789.649.650,800829008111.0,572789649650.0
Chi phí xuất khẩu,Chi phí xuất khẩu,Chi phí xuất khẩu,1.788.319.799.615,1.697.338.531.240,1788319799615.0,1697338531240.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,191.267.820.840,157.374.566.374,191267820840.0,157374566374.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,143.706.365.940,141.316.737.508,143706365940.0,141316737508.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,94.421.008.749,60.889.736.428,94421008749.0,60889736428.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,192.663.313.546,172.601.983.301,192663313546.0,172601983301.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,70.052.660.275,56.695.244.435,70052660275.0,56695244435.0
Chi phí bán hàng khác,Chi phí bán hàng khác,Chi phí bán hàng khác,187.899.547.586,112.920.091.606,187899547586.0,112920091606.0
,,,3.469.159.524.662,2.971.926.540.542,3469159524662.0,2971926540542.0
